bpm,Cybersickness
102.0,0
100.84418508667152,0
100.25811800363856,0
100.15996676840238,0
100.46789939846428,0
101.10008391132551,0
101.97468832448733,0
103.00988065545103,0
104.12382892171786,0
105.2347011407891,0
106.2604074174685,0
107.09224851996898,0
107.57215105446951,0
107.53667784901762,0
106.82239173166076,0
105.2721135801513,0
102.97194595452042,0
100.32402292489759,0
97.75159947916649,0
95.67793060521076,0
94.5058508700513,0
94.23461234322944,0
94.49350650068811,0
94.89814473173766,0
95.06413842568843,0
94.63997895106543,0
93.65638743476453,0
92.39068484779166,0
91.1243021585547,0
90.13867033546151,0
89.6768059130508,0
89.69781875054764,0
90.03357089498571,0
90.51532416786947,0
90.9743403907034,0
91.26869534122132,0
91.38753462037263,0
91.35999023905231,0
91.21520398000519,0
90.98231876322377,0
90.69513112605581,0
90.40269150848496,0
90.15717095802728,0
90.01074052219886,0
90.01539280294364,0
90.18528994090967,0
90.45018932111799,0
90.72842781197203,0
90.93834228187514,0
90.99918273187797,0
90.88498712186454,0
90.65471474791053,0
90.3746299672695,0
90.11099713719496,1
89.92849695745815,1
89.8489821196505,1
89.84758511109762,1
89.89707447559456,1
89.97021875693652,1
90.04042869007978,1
90.09072409254085,1
90.11152187261892,1
90.09342921747577,1
90.02705331427316,1
89.9044566583422,1
89.73109801525496,1
89.51965583491275,1
89.28287854446913,1
89.03351457107772,1
88.78406334394501,1
88.54553234463275,1
88.32837586445245,1
88.14304728803218,1
88.0,0
87.907527206669,0
87.86528140109253,0
87.87075489800895,0
87.9214400121567,1
88.01482988199429,1
88.14892021824896,0
88.32306216318743,0
88.53683307322811,0
88.78981030478933,0
89.08142130139356,0
89.39562671200132,0
89.68768823555439,0
89.90974985123667,0
90.01395553823203,0
89.95389561371742,0
89.73938678435191,0
89.45328582544651,0
89.18333090303899,0
89.01726018316711,0
89.03687839741441,0
89.2067238257194,0
89.38383760349454,0
89.4212859286175,0
89.17213499896597,0
88.51111588762542,0
87.56481384197143,0
86.62230067343765,0
85.97535630285881,0
85.91576065106962,0
86.67664280693027,0
88.05766555423975,0
89.66421079588154,0
91.10074401548965,0
91.97173069669797,0
91.98311901173544,0
91.33691664526681,0
90.38646771115899,0
89.4851533067659,1
88.98632279556278,1
89.11347050916825,1
89.66444426348905,1
90.3500141111341,0
