bpm,Cybersickness
89.0,0
89.13602739616505,0
88.92540762605654,0
88.43586176223154,0
87.73511087724721,0
86.89087604366064,0
85.97087833402894,0
85.04283882090922,0
84.1744785768586,0
83.43351867443423,0
82.88731535125882,0
82.55709729104214,0
82.37341999607018,0
82.25626792959002,0
82.12562555484877,0
81.90295423968232,0
81.57948725267455,0
81.24497127374083,0
80.99659348171609,0
80.93154105543526,0
81.14204703996515,0
81.60156510617355,0
82.16202008773271,0
82.6698327016755,0
82.97142366503468,0
82.92911568151142,1
82.63043251559195,1
82.32996503820641,1
82.28625337635597,1
82.7578376570418,1
83.96178918224861,1
85.73795500423971,1
87.72482261823801,0
89.55899045127136,0
90.87705693036762,0
91.38754052793573,0
91.23935988207589,0
90.74806275829128,0
90.22950991295825,0
89.99956210245305,0
90.27999638291564,0
90.89591367381739,0
91.56788864083889,0
92.01649541392536,0
91.9624077237367,1
91.24120117543546,1
90.0246535866738,1
88.54571006402269,1
87.03731571405305,0
85.73179004797134,0
84.76628576862727,0
84.08160206611669,0
83.59428200148245,0
83.22086863576742,0
82.87885986540601,0
82.53642347849582,0
82.23667849945154,0
82.02878961232435,0
81.96192150116535,0
82.08236269789302,0
82.36129826117907,0
82.68947173277843,0
82.9536813154437,0
83.04072521192752,0
82.85019537685193,0
82.47580186722196,0
82.16207284102835,0
82.15749690758979,0
82.71056267622504,0
84.02858697759822,0
85.92132787118906,0
87.97594125755073,0
89.77713618351457,0
90.9096216959118,0
91.03709342045813,0
90.33409499586365,0
89.17842165786998,0
87.94838930570263,0
87.02231383858705,0
86.68136540064016,0
86.77496482623607,0
87.03263158611688,0
87.18388047985383,0
86.95828352755032,0
86.19428190697636,0
85.06567351714224,0
83.81062157367855,0
82.66728929221591,0
81.87329336244171,0
81.56453687232174,0
81.65657048107317,0
82.03612414387409,0
82.58992781590251,0
83.20514106457385,0
83.79470019154289,0
84.31149543653554,0
84.7118539371763,0
84.95210283108968,0
84.99054271568488,0
84.84178145585066,0
84.58356370667987,0
84.2969791016703,0
84.0631172743198,0
83.95805798097336,0
83.97629262548595,0
84.045934562434,0
84.09316998102777,0
84.04418507047764,0
83.83281644737613,0
83.47139805800909,0
83.01835432657825,0
82.5326969671249,0
82.07343769369038,0
81.69824526328335,0
81.45561007448042,0
81.39018387779518,0
81.54660548867828,0
81.96951372258043,0
82.67821362840075,0
83.57331252338192,0
84.52068370601735,0
85.38619613087606,0
86.03573097891812,0
86.37848237638406,0
86.4641508989587,0
86.37087819126283,0
86.17680589791732,0
85.95995417372025,0
85.7701286910388,0
85.59293236043607,0
85.40508354447924,0
85.18330060573555,0
84.90450275172506,0
84.55933452491652,0
84.16073797689522,0
83.72369801277146,0
83.26319953765557,0
82.79495576558041,0
82.35746691386771,0
82.01598355540845,0
81.83728363760734,0
81.88814510786906,0
82.22963309739953,0
82.82275877994567,0
83.54330343943964,0
84.26432427677196,0
84.85887849283321,0
85.21101577796475,0
85.324767568994,0
85.27802062217636,0
85.14974243009917,0
85.01890048534976,0
84.95458633540754,0
84.95452459364873,0
84.98507703092018,0
85.01247037160155,0
85.0029313400725,0
84.93473164115532,0
84.84564838853845,0
84.79180201415866,0
84.8293181279101,0
85.014318854756,0
85.37506081273146,0
85.84457488490244,0
86.33556783772595,0
86.76074643765897,0
87.0329270221932,0
87.09744255779452,0
86.9773745491713,0
86.7071804945688,0
86.32131789223227,0
85.85432578051024,0
85.34714246107642,0
84.85160490938127,0
84.42061229639985,0
84.10706379310726,1
83.96206955064474,1
83.97511986708872,1
84.0599652086453,1
84.12570528878851,1
84.08143982099244,1
83.84287598884119,1
83.4504376119044,1
83.05577451536428,1
82.81443477872988,1
82.88196648151032,1
83.40043146176441,1
84.3551140006921,1
85.63015156861636,1
87.10799585567904,0
88.67109855202197,0
90.20766573454173,0
91.64989939000837,0
92.95030980167702,0
94.06151637302557,0
94.9361385075321,0
95.53238160942404,0
95.8375553116434,0
95.84841755296283,0
95.56173123808941,0
94.97426047409382,0
94.11363208999289,0
93.11860558663763,0
92.15294587213495,0
91.38041785459184,0
90.96459066502386,0
90.99260785880206,0
91.359526660709,0
91.9307041856752,0
92.57149754863123,0
93.14742601440281,0
93.53876041077847,0
93.65211728147685,0
93.3968415718101,0
92.68227822709028,0
91.4225108911644,0
89.71207777100454,0
87.87778029087083,0
86.26172765896484,0
85.20602908348792,0
85.03605256613423,0
85.7358296491204,0
86.97070626758997,0
88.39382401714256,0
89.65832449337788,0
90.44309136872155,0
90.74614644105102,0
90.78126104136386,0
90.76627213575537,0
90.91901669032089,0
91.42024727943276,0
92.15051810008667,0
92.84488597035133,0
93.23745125627842,0
93.06231432391961,0
92.12454525947335,0
90.61929481733279,0
88.87502935279367,0
87.22033078348855,0
85.98378053250056,0
85.39746948056106,0
85.32730782003775,0
85.55235495765317,0
85.85167030012981,0
86.00448023061608,0
85.87890553313744,0
85.57801456352388,0
85.24324405560051,0
85.0160307431925,0
85.03696280586833,0
85.35617932787277,0
85.85437329105058,0
86.39361021420493,0
86.8359556161388,0
87.04575502990721,0
86.98380642843122,0
86.74092255675289,0
86.41709681459554,0
86.11232260168252,0
85.9231876695273,0
85.8710843306726,0
85.90391067695053,0
85.96649945149065,0
86.00368339742262,0
85.96550709295302,0
85.87102065721918,0
85.78814722763887,0
85.78584446676383,0
85.93307003714574,0
86.28916003490615,0
86.83092148449288,0
87.49317695427494,0
88.2104169465354,0
88.9171319635574,0
89.5478125076241,0
90.03694908101856,0
90.31903218602395,0
90.32855232492338,0
90.0,0
