bpm,Cybersickness
98.0,0
97.10448001025283,0
96.35655836185585,0
95.75138219859015,0
95.28409866423694,0
94.94985490257731,0
94.7437980573924,0
94.66107527246336,0
94.69683369157136,0
94.8462204584975,0
95.10338445740167,0
95.41169110899021,0
95.6406266359182,0
95.65385541072939,0
95.31504180596755,0
94.4972114727262,0
93.25647448083501,0
91.81573253361476,0
90.4039811800082,0
89.25021596895805,0
88.56118740063057,0
88.32511061601237,0
88.40616236411252,0
88.66709571081853,0
88.9706637220178,0
89.19575781191165,0
89.31048424988865,0
89.31360751928935,0
89.20391999052018,0
88.98021623384643,0
88.64870654377283,0
88.23956867715583,1
87.78781348078192,0
87.32845180143761,0
86.89659939894854,0
86.54006651088652,0
86.33131793904086,0
86.34565113725994,0
86.65836355939211,0
87.3414609918407,0
88.35820228171352,0
89.54078914636199,0
90.71362083215666,0
91.70109658546818,0
92.33559211522338,0
92.5655225580487,0
92.42696620866704,1
91.95816229639584,1
91.19735005055249,0
90.19449130797707,0
89.09027260880929,0
88.06769989900899,0
87.31001692348661,0
87.00046742715253,0
87.25166125742864,0
87.86169489093005,0
88.54115743292316,0
89.00063440010052,0
88.95098725460399,0
88.24325774679886,1
87.09632291091216,1
85.78866399821088,1
84.59876225996196,1
83.80254966058527,1
83.509023588068,0
83.56005883178487,0
83.77354450417756,0
83.96736971768779,0
83.9670153904296,0
83.77257397098154,0
83.55874943838664,0
83.50783757736026,0
83.80213417261781,0
84.59989156000287,0
85.79159608483971,0
87.10039743713935,0
88.24688987984938,1
88.95166767591743,1
88.98977639641303,0
88.47229676854639,0
87.63837092936987,0
86.7273931053253,0
85.97875502726515,0
85.57099347986478,0
85.4639243108383,0
85.5682426828227,1
85.79464375845505,1
86.05389900694425,1
86.27035964112206,1
86.39748924407192,1
86.39251303025337,1
86.21265621412594,1
85.8171257983242,1
85.24552446731064,1
84.64387439933942,1
84.1655129682351,0
83.9637775478222,0
84.1811466908988,0
84.77770469083481,0
85.56219102294436,0
86.33876409742106,1
86.91158232445846,1
87.10899659585961,1
86.96992199521301,1
86.64169176443076,1
86.27253516326236,1
86.01068145145729,1
85.97445473525603,1
86.13387841653824,1
86.4130904750265,1
86.73621527863027,1
87.02740263122516,0
87.23876588414302,0
87.4037918125151,0
87.57068707925362,0
87.78765834727086,0
88.10247836546701,0
88.52511512443523,0
88.99893081390678,0
89.46050771717321,0
89.84642811752617,0
90.09508047826016,0
90.19428932189243,0
90.18614431588762,1
90.11550975561646,1
90.02724993644966,1
89.96384532931732,1
89.93752570569806,1
89.93972695556445,1
89.9614762198424,1
89.99380063945772,1
90.02772735533625,1
90.05428350840391,1
90.06449623958652,0
90.04939268980993,0
90.0,0
