time,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w,l_pos_x,l_pos_y,l_pos_z,l_rot_x,l_rot_y,l_rot_z,l_rot_w,r_pos_x,r_pos_y,r_pos_z,r_rot_x,r_rot_y,r_rot_z,r_rot_w,pose_idle,pose_looking_up,pose_looking_down,pose_looking_left,pose_looking_right,pose_head_tilt_left,pose_head_tilt_right,pose_nodding,pose_shaking_no,pose_tilting_side,Cybersickness,Comments
37,0.002074,0.925859,0.005009,-0.017893,0.002641,0.002947,-0.999832,-0.139467,0.65964,0.244235,-0.195603,-0.015153,-0.057485,-0.97888,0.156578,0.602887,0.293229,0.355839,-0.014584,0.134601,0.924688,1,0,0,0,0,0,0,0,0,0,0,
38,0.002375,0.926421,0.004777,-0.016583,0.002362,0.003154,-0.999855,-0.139532,0.659398,0.24398,-0.196712,-0.015048,-0.056153,-0.978736,0.157023,0.602583,0.293504,0.355549,-0.014136,0.133483,0.924969,1,0,0,0,0,0,0,0,0,0,0,
39,0.001903,0.926481,0.004655,-0.016009,0.00347,0.003156,-0.999861,-0.139387,0.659459,0.2442,-0.196715,-0.015066,-0.055796,-0.978756,0.156834,0.602877,0.293581,0.354889,-0.014028,0.133252,0.925257,1,0,0,0,0,0,0,0,0,0,0,
40,0.00338,0.92657,0.00412,-0.01494,0.001741,0.005101,-0.999874,-0.139387,0.659459,0.244201,-0.196706,-0.015076,-0.055788,-0.978758,0.157628,0.602472,0.293861,0.355872,-0.013607,0.132819,0.924948,0,0,0,0,0,0,0,1,0,0,0,
41,0.00307,0.926651,0.004023,-0.014476,0.001467,0.005724,-0.999878,-0.139387,0.659459,0.244201,-0.196706,-0.015073,-0.055791,-0.978758,0.157025,0.602391,0.293484,0.355548,-0.013745,0.13352,0.92497,0,0,0,0,0,0,0,1,0,0,0,
42,0.002687,0.926546,0.003937,-0.014333,0.001741,0.006009,-0.999878,-0.139387,0.659459,0.244201,-0.196704,-0.01507,-0.055792,-0.978758,0.157096,0.603059,0.293514,0.355018,-0.01347,0.133186,0.925226,0,0,0,0,0,0,0,1,0,0,0,
43,0.003369,0.926722,0.003251,-0.013524,0.000625,0.007154,-0.999883,-0.139387,0.659459,0.244201,-0.196715,-0.015073,-0.055798,-0.978756,0.157462,0.602376,0.293721,0.356024,-0.013192,0.132713,0.924911,0,0,0,0,0,0,0,1,0,0,0,
44,0.00347,0.926187,0.003618,-0.014155,0.000103,0.007463,-0.999872,-0.139387,0.659459,0.244201,-0.196707,-0.015073,-0.055791,-0.978758,0.157124,0.602678,0.293769,0.355866,-0.013235,0.132813,0.924957,0,0,0,0,0,0,0,1,0,0,0,
45,0.002067,0.926303,0.003621,-0.014666,0.002391,0.005792,-0.999873,-0.139387,0.659459,0.244201,-0.196706,-0.015074,-0.055789,-0.978758,0.157055,0.60241,0.293685,0.355484,-0.013137,0.133102,0.925063,0,0,0,0,0,0,0,1,0,0,0,
46,0.002679,0.926768,0.003354,-0.013828,0.002351,0.005775,-0.999885,-0.139406,0.659337,0.244216,-0.197193,-0.01493,-0.055218,-0.978694,0.157111,0.602634,0.293641,0.35575,-0.01278,0.133209,0.924951,0,0,0,0,0,0,0,1,0,0,0,
47,0.004449,0.926307,0.002425,-0.014722,-0.002787,0.008556,-0.999851,-0.139338,0.659153,0.244132,-0.197286,-0.015076,-0.05513,-0.978679,0.157297,0.602628,0.294045,0.356497,-0.012504,0.132864,0.924716,0,0,0,0,0,0,0,1,0,0,0,
48,0.00288,0.926896,0.002202,-0.010912,-0.000894,0.006738,-0.999917,-0.139338,0.659154,0.244131,-0.19728,-0.015069,-0.055123,-0.97868,0.157365,0.602232,0.294118,0.35566,-0.012389,0.133349,0.924971,0,0,0,0,0,0,0,1,0,0,0,
49,0.00165,0.927291,0.001581,-0.008404,0.002804,0.004694,-0.99995,-0.139338,0.659153,0.244132,-0.197283,-0.015078,-0.055128,-0.978679,0.157327,0.602273,0.293895,0.35555,-0.012105,0.133311,0.925022,0,0,0,0,0,0,0,1,0,0,0,
50,0.003278,0.927345,0.001622,-0.007463,0.000341,0.007597,-0.999943,-0.139338,0.659153,0.244131,-0.1973,-0.015057,-0.055127,-0.978676,0.157432,0.601609,0.29474,0.356756,-0.012268,0.132878,0.924618,0,0,0,0,0,0,0,1,0,0,0,
51,0.003506,0.928027,0.001138,-0.004392,-0.000471,0.009241,-0.999948,-0.139352,0.658983,0.244363,-0.198719,-0.015009,-0.055162,-0.978388,0.157459,0.601874,0.29454,0.356006,-0.012522,0.133337,0.924838,0,0,0,0,0,0,0,1,0,0,0,
52,0.00069,0.927989,0.000566,-0.003416,0.005017,0.004758,-0.99997,-0.140022,0.659067,0.244696,-0.19748,-0.014578,-0.054797,-0.978666,0.157109,0.602246,0.294023,0.355564,-0.011569,0.134,0.924924,1,0,0,0,0,0,0,0,0,0,0,
53,0.002213,0.927218,0.000472,-0.006728,0.003321,0.007602,-0.999943,-0.139682,0.659063,0.244209,-0.197811,-0.014753,-0.05482,-0.978595,0.157713,0.601624,0.294091,0.357526,-0.011464,0.133124,0.924295,1,0,0,0,0,0,0,0,0,0,0,
54,0.002397,0.927527,0.001496,-0.008557,0.004882,0.007966,-0.99992,-0.139556,0.658758,0.244135,-0.199636,-0.01511,-0.055038,-0.978207,0.157789,0.601434,0.29425,0.358068,-0.011272,0.133226,0.924073,1,0,0,0,0,0,0,0,0,0,0,
55,0.003046,0.9279,0.001235,-0.005702,0.00282,0.008746,-0.999942,-0.139392,0.658519,0.244312,-0.199566,-0.014857,-0.055124,-0.97822,0.158015,0.601655,0.294791,0.357261,-0.01123,0.133551,0.924339,1,0,0,0,0,0,0,0,0,0,0,
56,0.003036,0.927752,0.00043,-0.005031,0.001515,0.009098,-0.999945,-0.139392,0.65852,0.24431,-0.199562,-0.014824,-0.055104,-0.978222,0.157748,0.601546,0.294479,0.356886,-0.01116,0.133768,0.924453,0,0,0,0,0,0,0,1,0,0,0,
57,0.00313,0.927876,0.000146,-0.004841,0.000994,0.009405,-0.999944,-0.139392,0.658519,0.244312,-0.199573,-0.014859,-0.055122,-0.978218,0.157934,0.601363,0.294401,0.356419,-0.010963,0.133586,0.924662,1,0,0,0,0,0,0,0,0,0,0,
58,0.003854,0.927376,0.000155,-0.005841,-0.000927,0.012437,-0.999905,-0.139392,0.658519,0.244312,-0.199561,-0.014857,-0.055121,-0.978221,0.157523,0.601897,0.294168,0.355702,-0.011409,0.134155,0.92485,0,0,0,0,0,0,0,0,0,1,0,
59,0.004028,0.928179,-1.60E-05,-0.004861,-0.000788,0.011574,-0.999921,-0.139392,0.658519,0.244312,-0.199569,-0.014859,-0.055124,-0.978219,0.157557,0.602166,0.294163,0.355853,-0.01086,0.134215,0.92479,0,0,0,0,0,0,0,0,0,1,0,
60,0.003486,0.927956,6.70E-05,-0.004634,-0.000369,0.01027,-0.999936,-0.139392,0.658519,0.244311,-0.199573,-0.014843,-0.055124,-0.978219,0.157694,0.601689,0.294656,0.356399,-0.01067,0.134443,0.924549,0,0,0,0,0,0,0,0,0,1,0,
61,0.003398,0.92809,-0.000109,-0.004552,-0.000351,0.009935,-0.99994,-0.139392,0.658519,0.244312,-0.19957,-0.014858,-0.055123,-0.978219,0.158004,0.601496,0.294492,0.355785,-0.01067,0.134867,0.924724,0,0,0,0,0,0,0,0,0,1,0,
62,0.003175,0.928391,0.000117,-0.00415,8.70E-05,0.009763,-0.999944,-0.139392,0.658519,0.244311,-0.199568,-0.01485,-0.055127,-0.978219,0.158018,0.601664,0.294442,0.355608,-0.0107,0.135239,0.924737,0,0,0,0,0,0,0,0,0,1,0,
