time,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w,l_pos_x,l_pos_y,l_pos_z,l_rot_x,l_rot_y,l_rot_z,l_rot_w,r_pos_x,r_pos_y,r_pos_z,r_rot_x,r_rot_y,r_rot_z,r_rot_w,pose_idle,pose_looking_up,pose_looking_down,pose_looking_left,pose_looking_right,pose_head_tilt_left,pose_head_tilt_right,pose_nodding,pose_shaking_no,pose_tilting_side,Cybersickness,
236,-0.002606,1.146958,-0.064923,0.114939,0.031262,-0.028519,-0.992471,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
237,-0.00321,1.145751,-0.064373,0.112634,0.03106,-0.029205,-0.992721,-0.107232,0.762772,0.423195,-0.037914,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
238,-0.001746,1.146709,-0.064861,0.113833,0.029579,-0.025516,-0.992732,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099917,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
239,-0.001338,1.147085,-0.065025,0.115685,0.028703,-0.023501,-0.992593,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
240,-0.019573,1.145838,-0.064814,0.116435,0.117282,-0.014949,-0.986136,-0.107232,0.762772,0.423195,-0.037914,-0.042692,0.452062,-0.890157,-0.031223,0.766249,0.429325,-0.001356,0.099919,-0.461974,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
241,-0.025743,1.14804,-0.067108,0.127485,0.150359,-0.008478,-0.980341,-0.107232,0.762772,0.423195,-0.037916,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001356,0.099919,-0.461974,-0.881246,1,0,0,0,0,0,0,0,0,0,0,
242,-0.024046,1.146584,-0.06653,0.120673,0.145475,-0.007667,-0.981945,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
243,-0.023057,1.146485,-0.066655,0.120486,0.140438,-0.010027,-0.98268,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001356,0.099918,-0.461976,-0.881245,0,0,0,1,0,0,0,0,0,0,0,
244,-0.022195,1.144269,-0.063054,0.109834,0.13573,-0.007899,-0.984607,-0.107232,0.762772,0.423195,-0.037913,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001356,0.099919,-0.461975,-0.881246,0,0,0,1,0,0,0,0,0,0,0,
245,-0.015195,1.138883,-0.052716,0.07444,0.092411,-0.020648,-0.99272,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881246,1,0,0,0,0,0,0,0,0,0,0,
246,-0.01396,1.139313,-0.052863,0.077321,0.087039,-0.019317,-0.993012,-0.107232,0.762772,0.423195,-0.037916,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099917,-0.461976,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
247,-0.007603,1.137872,-0.050476,0.069798,0.064456,-0.015709,-0.995353,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461976,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
248,-0.007836,1.138862,-0.050187,0.070803,0.062707,-0.016108,-0.995387,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452062,-0.890157,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
249,-0.009724,1.138232,-0.050215,0.071673,0.065618,-0.019581,-0.995075,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
250,-0.006952,1.13832,-0.050519,0.071559,0.060061,-0.015949,-0.995499,-0.107232,0.762772,0.423195,-0.037914,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.09992,-0.461976,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
251,-0.005396,1.143111,-0.056504,0.092668,0.058672,-0.012888,-0.993883,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
252,-0.003061,1.142231,-0.055868,0.091822,0.052349,-0.009382,-0.994354,-0.107232,0.762772,0.423195,-0.037914,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461974,-0.881246,1,0,0,0,0,0,0,0,0,0,0,
253,-0.003293,1.141873,-0.055313,0.08855,0.051212,-0.007612,-0.994725,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099918,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
254,-0.004017,1.142588,-0.055868,0.09221,0.052618,-0.009366,-0.994304,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452062,-0.890157,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
255,-0.006018,1.142378,-0.056066,0.093057,0.058159,-0.010424,-0.993906,-0.107232,0.762772,0.423195,-0.037915,-0.042691,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099918,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
256,-0.021011,1.137368,-0.052619,0.079421,0.097536,-0.041384,-0.991194,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099919,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
257,-0.02457,1.113564,-0.02369,-0.044934,0.087957,-0.044392,-0.99412,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099919,-0.461976,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
258,-0.037345,1.115688,0.146282,0.023873,0.062566,-0.034678,-0.997152,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
259,-0.00638,1.168894,0.052733,0.078147,0.032802,0.009722,-0.996355,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001353,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
260,-0.019166,1.137739,-0.067597,-0.181078,0.09843,-0.075546,-0.97561,-0.107232,0.762772,0.423195,-0.037915,-0.042691,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001352,0.099919,-0.461977,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
261,-0.008055,1.160017,-0.078805,-0.064508,0.093641,-0.050002,-0.992255,-0.107232,0.762772,0.423195,-0.037917,-0.042693,0.452059,-0.890159,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
262,0.015299,1.164211,-0.07095,-0.040816,0.038769,0.003987,-0.998406,-0.107232,0.762772,0.423195,-0.037916,-0.042691,0.452059,-0.890159,-0.031223,0.766249,0.429325,-0.001354,0.099919,-0.461976,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
263,0.000123,1.164394,-0.085748,-0.046023,0.054245,-0.042305,-0.996569,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452062,-0.890157,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
264,-0.011527,1.169765,-0.080323,-0.002293,0.06998,-0.055028,-0.996027,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
265,-0.006754,1.168558,-0.07908,-0.011465,0.070313,-0.040227,-0.996648,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099919,-0.461975,-0.881246,1,0,0,0,0,0,0,0,0,0,1,"deep sighs, changing posture"
266,-0.003648,1.175573,-0.080274,0.030065,0.055682,-0.04688,-0.996894,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
267,-0.014298,1.183267,-0.08311,0.084853,0.059525,-0.074063,-0.991853,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881245,0,0,0,0,0,0,0,0,1,0,1,
268,-0.004659,1.179229,-0.076915,0.056817,0.035151,-0.051759,-0.996422,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,1,
269,0.000649,1.197245,-0.083055,0.165142,0.009425,-0.049965,-0.984958,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
270,0.000491,1.197023,-0.083453,0.166816,0.043969,-0.024116,-0.984712,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099919,-0.461976,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
271,0.000852,1.194203,-0.081945,0.149378,0.070729,-0.009408,-0.986202,-0.107232,0.762772,0.423195,-0.037914,-0.042694,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881245,0,1,0,0,0,0,0,0,0,0,1,
272,0.002312,1.192547,-0.081272,0.140736,0.053357,-0.019866,-0.988409,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881246,1,0,0,0,0,0,0,0,0,0,1,
273,0.002448,1.187688,-0.076995,0.113989,0.045646,-0.026497,-0.992079,-0.107232,0.762772,0.423195,-0.037915,-0.042694,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
274,0.006887,1.187427,-0.077223,0.107425,0.026335,-0.026073,-0.993522,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
275,0.002436,1.185715,-0.075187,0.096688,0.05522,-0.013204,-0.993694,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
276,-0.001003,1.182112,-0.073078,0.076947,0.060274,-0.023154,-0.994942,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,1,
277,0.00101,1.184331,-0.074255,0.086102,0.058404,-0.018661,-0.994398,-0.107232,0.762772,0.423195,-0.037913,-0.042689,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,1,
278,0.003043,1.184417,-0.074957,0.088635,0.054448,-0.014013,-0.994476,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
279,0.0014,1.185476,-0.076465,0.093542,0.056039,-0.018107,-0.993872,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099918,-0.461976,-0.881245,0,0,0,0,0,0,0,1,0,0,1,
280,-0.0021,1.184215,-0.076158,0.090789,0.06004,-0.025549,-0.99373,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,1,
281,-0.002709,1.181166,-0.072255,0.078093,0.057618,-0.029804,-0.994833,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,1,
282,-0.001886,1.182602,-0.072909,0.081289,0.055266,-0.027517,-0.994777,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099919,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,1,
283,0.000762,1.183402,-0.073787,0.086074,0.051296,-0.023015,-0.994701,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461976,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
284,-0.001432,1.179465,-0.069774,0.07147,0.045766,-0.034064,-0.99581,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,1,
285,0.008565,1.180521,-0.069236,0.07178,0.01204,-0.025891,-0.997012,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452062,-0.890157,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,1,
286,0.007673,1.182062,-0.070796,0.084738,0.023281,-0.020066,-0.995929,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,1,
287,0.012011,1.181584,-0.069639,0.082852,0.020332,-0.008077,-0.996322,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,1,
288,0.014812,1.18184,-0.070088,0.084056,0.016503,-0.002488,-0.996321,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
289,0.003254,1.180468,-0.069365,0.081383,0.035882,-0.022062,-0.995792,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,1,
290,0.003534,1.179169,-0.06748,0.075307,0.038047,-0.022099,-0.996189,-0.107232,0.762772,0.423195,-0.037914,-0.042692,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
291,0.003952,1.178128,-0.065761,0.070392,0.035021,-0.017973,-0.996742,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461974,-0.881246,1,0,0,0,0,0,0,0,0,0,0,
292,-0.000364,1.180735,-0.070368,0.082681,0.048347,-0.021606,-0.995168,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
293,0.001014,1.179667,-0.068303,0.07926,0.046462,-0.018334,-0.995602,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
294,0.003661,1.17857,-0.066254,0.072651,0.039333,-0.013098,-0.996495,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
295,0.024953,1.179778,-0.066721,0.078019,-0.126667,-0.081175,-0.985535,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,0,0,0,0,0,0,0,1,0,0,0,
296,0.000469,1.183831,-0.070138,0.111289,-0.049225,-0.096946,-0.987822,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001356,0.099918,-0.461975,-0.881246,1,0,0,0,0,0,0,0,0,0,0,
297,-0.005273,1.162609,-0.057734,-0.006667,-0.001576,-0.051686,-0.99864,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
298,-0.003136,1.17899,-0.074772,0.098996,0.003363,-0.045044,-0.994062,-0.107232,0.762772,0.423195,-0.037913,-0.042694,0.452062,-0.890157,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
299,-0.009063,1.173619,-0.070991,0.098638,0.013672,-0.053005,-0.993617,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
300,0.000205,1.164846,-0.05566,0.056015,-0.053342,-0.037654,-0.996293,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099918,-0.461974,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
301,0.004555,1.169903,-0.073146,0.097162,-0.029354,-0.017267,-0.994686,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461974,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
302,0.005884,1.173951,-0.087104,0.125286,0.031816,0.017658,-0.991453,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.45206,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
303,-0.024539,1.164415,-0.075581,0.085954,0.131161,-0.024502,-0.987324,-0.107232,0.762772,0.423195,-0.037914,-0.042693,0.452062,-0.890157,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461973,-0.881246,0,0,0,0,0,0,0,1,0,0,0,
304,-0.038031,1.141944,-0.069544,-0.043319,0.193788,-0.061189,-0.978175,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001354,0.099919,-0.461976,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
305,-0.049524,1.137077,-0.066562,-0.066136,0.215166,-0.074054,-0.971517,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099918,-0.461975,-0.881246,1,0,0,0,0,0,0,0,0,0,0,
306,-0.013433,1.161834,-0.062305,0.046327,0.053688,-0.03052,-0.997016,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
307,-0.01456,1.1566,-0.068445,0.024471,0.085938,-0.040223,-0.995187,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
308,-0.017825,1.164746,-0.074024,0.080738,0.078917,-0.036108,-0.99295,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.099919,-0.461975,-0.881245,1,0,0,0,0,0,0,0,0,0,0,
309,0.00542,1.17001,-0.072104,0.118332,0.005047,-0.002107,-0.992959,-0.107232,0.762772,0.423195,-0.037915,-0.042693,0.452061,-0.890158,-0.031223,0.766249,0.429325,-0.001355,0.09992,-0.461973,-0.881246,0,0,0,0,0,0,0,0,1,0,0,
310,0.007937,1.163694,-0.06608,0.084363,-0.029015,-0.034409,-0.995418,-0.107232,0.762772,0.423195,-0.037915,-0.042692,0.452061,-0.890158,-0.031222,0.766249,0.429327,-0.001386,0.099933,-0.461957,-0.881253,1,0,0,0,0,0,0,0,0,0,0,
311,0.010047,1.171338,-0.068738,0.12529,-0.061504,-0.04654,-0.989118,-0.107201,0.762743,0.423214,-0.037663,-0.041363,0.45269,-0.889911,0.159458,0.582442,0.290279,-0.016016,0.02153,-0.480411,-0.876633,0,0,0,0,0,0,0,1,0,0,0,
312,0.001559,1.133483,-0.022025,-0.056105,0.000312,-0.03021,-0.997968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
313,-0.012715,1.129806,-0.022615,-0.083937,0.047516,-0.03358,-0.994771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
314,-0.018539,1.132082,-0.028686,-0.068035,0.033489,-0.04648,-0.996037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
315,-0.015144,1.134796,-0.024879,-0.060712,0.036905,-0.027467,-0.997095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
316,0.03759,1.140413,-0.0136,-0.017953,-0.019818,0.05841,-0.997934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
317,0.008691,1.13744,-0.027191,-0.038509,0.041836,-0.025587,-0.998054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
