time,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w,l_pos_x,l_pos_y,l_pos_z,l_rot_x,l_rot_y,l_rot_z,l_rot_w,r_pos_x,r_pos_y,r_pos_z,r_rot_x,r_rot_y,r_rot_z,r_rot_w,pose_idle,pose_looking_up,pose_looking_down,pose_looking_left,pose_looking_right,pose_head_tilt_left,pose_head_tilt_right,pose_nodding,pose_shaking_no,pose_tilting_side,Cybersickness,
89,0.009498,1.071694,-0.017126,-0.123154,0.034906,0.014949,-0.991661,0.030987,0.708315,0.315838,-0.150487,0.348519,0.223989,-0.897618,0.106111,0.687516,0.267553,-0.026833,0.139118,-0.279268,0.949703,1,0,0,0,0,0,0,0,0,0,0,
90,0.024874,1.083931,-0.018389,-0.05929,0.001383,0.050571,-0.996958,0.029677,0.702115,0.320351,-0.152179,0.348566,0.224461,-0.897196,0.10502,0.685964,0.267998,-0.026118,0.137133,-0.276624,0.950785,0,0,0,0,0,0,0,1,0,0,0,
91,0.025085,1.111137,-0.026202,0.070907,-0.005926,0.031976,-0.996953,-0.023199,0.711958,0.281221,-0.054027,0.321083,0.101181,-0.940079,0.046198,0.689506,0.242293,-0.062104,0.043751,-0.211211,0.974484,0,0,0,0,0,0,0,1,0,0,0,
92,0.021222,1.110259,-0.024784,0.063988,-0.004531,0.02837,-0.997537,-0.070269,0.71562,0.278143,-0.120528,0.114376,0.002986,-0.986094,0.073202,0.6571,0.269034,0.024654,0.118884,-0.038231,0.991866,0,0,0,0,0,0,0,1,0,0,0,
93,0.025642,1.119469,-0.028163,0.109487,-0.03042,0.016784,-0.993381,-0.06662,0.714873,0.275459,-0.186116,0.071888,0.011681,-0.979825,0.066732,0.645192,0.269698,0.064389,0.103608,0.00891,0.992492,0,0,0,0,0,0,0,1,0,0,0,
94,0.020619,1.122289,-0.030334,0.123311,-0.010798,0.015043,-0.992195,-0.066961,0.716378,0.274075,-0.173887,0.056383,0.008281,-0.983115,0.068798,0.645409,0.270348,0.056934,0.114714,0.008583,0.991729,0,0,0,0,0,0,0,1,0,0,0,
95,0.036896,1.116076,-0.030132,0.09647,-0.103123,0.009389,-0.989935,-0.067225,0.716665,0.273817,-0.173137,0.053793,0.007606,-0.983398,0.068586,0.644875,0.270603,0.056695,0.115777,0.008679,0.991618,0,0,0,0,0,0,0,1,0,0,0,
96,0.02262,1.118237,-0.027936,0.103941,-0.018205,0.021937,-0.994175,-0.067463,0.717023,0.274434,-0.177145,0.054357,0.004031,-0.982674,0.06896,0.644816,0.271076,0.057959,0.11538,0.008377,0.991594,0,0,0,0,0,0,0,1,0,0,0,
97,0.021071,1.11844,-0.028622,0.107574,-0.008103,0.024001,-0.993874,-0.068118,0.716897,0.273973,-0.177107,0.054613,0.002764,-0.982671,0.068444,0.644652,0.270637,0.0551,0.11452,0.010971,0.991831,1,0,0,0,0,0,0,0,0,0,0,
98,0.014146,1.114403,-0.025309,0.088194,0.034759,0.030509,-0.995029,-0.068796,0.717115,0.274445,-0.1764,0.054519,0.001566,-0.982806,0.068413,0.644603,0.270377,0.054468,0.112507,0.011698,0.992088,0,0,0,0,0,0,0,1,0,0,0,
99,0.013289,1.115532,-0.025549,0.091737,0.041592,0.029581,-0.994474,-0.068533,0.718185,0.274107,-0.176105,0.054699,0.00136,-0.98285,0.06883,0.644364,0.270852,0.054325,0.112902,0.011749,0.99205,1,0,0,0,0,0,0,0,0,0,0,
100,0.014452,1.115607,-0.026385,0.093486,0.038725,0.029503,-0.99443,-0.067692,0.718691,0.273584,-0.177074,0.054148,0.001487,-0.982706,0.068527,0.644892,0.270392,0.05108,0.112716,0.017651,0.992156,1,0,0,0,0,0,0,0,0,0,0,
101,0.0152,1.114575,-0.025638,0.089979,0.037741,0.032811,-0.994687,-0.068489,0.718894,0.273448,-0.177284,0.054498,0.000445,-0.98265,0.06804,0.644974,0.270199,0.050896,0.111291,0.01769,0.992326,1,0,0,0,0,0,0,0,0,0,0,
102,0.017618,1.113736,-0.025938,0.086975,0.029317,0.031814,-0.995271,-0.068354,0.718488,0.273778,-0.177149,0.054783,0.000245,-0.982658,0.068752,0.645182,0.2704,0.049429,0.112708,0.017374,0.992246,1,0,0,0,0,0,0,0,0,0,0,
103,0.01902,1.108708,-0.023366,0.061885,0.020903,0.032141,-0.997347,-0.068726,0.717924,0.274006,-0.177038,0.054154,-0.000209,-0.982713,0.068235,0.644543,0.270276,0.050443,0.110511,0.017721,0.992436,0,0,0,0,0,0,0,1,0,0,0,
104,0.014879,1.111835,-0.023528,0.074177,0.046107,0.036041,-0.995526,-0.068491,0.717355,0.27504,-0.177775,0.054304,0.000359,-0.982572,0.068215,0.645233,0.270904,0.047378,0.112661,0.021627,0.992268,0,0,0,0,0,0,0,1,0,0,0,
105,0.036773,1.108813,-0.025197,0.06357,-0.082211,0.020365,-0.994377,-0.068227,0.717777,0.274657,-0.173131,0.052332,0.003537,-0.983501,0.066354,0.645179,0.270148,0.043799,0.109218,0.026367,0.992702,0,0,0,0,0,0,0,1,0,0,0,
106,0.047794,1.112071,-0.027215,0.077677,-0.15051,0.004535,-0.985542,-0.068223,0.717685,0.2746,-0.171457,0.045329,0.003334,-0.984143,0.031642,0.638738,0.251757,-0.052588,0.027892,0.173746,0.98299,0,0,0,0,0,0,0,1,0,0,0,
107,0.023312,1.11463,-0.021662,0.084062,-0.039492,0.001401,-0.995677,-0.068074,0.717901,0.275429,-0.171164,0.047616,0.0019,-0.98409,0.033857,0.640201,0.252597,-0.06037,0.035448,0.173749,0.982299,0,0,0,0,0,0,0,0,1,0,0,
108,0.006632,1.097249,-0.011748,-0.00265,0.019691,0.007064,-0.999778,-0.070218,0.71912,0.276006,-0.168402,0.049582,-0.001323,-0.98447,0.034911,0.639602,0.253471,-0.061001,0.037857,0.17414,0.9821,0,0,0,0,0,0,0,0,1,0,0,
109,0.010639,1.108687,-0.018821,0.055727,0.011972,0.010545,-0.998319,-0.070326,0.718831,0.276065,-0.167682,0.049773,-0.003045,-0.984579,0.03454,0.640632,0.252857,-0.062828,0.037287,0.173658,0.982092,1,0,0,0,0,0,0,0,0,0,0,
110,0.007544,1.117321,-0.024644,0.094517,0.02308,0.003386,-0.99525,-0.070505,0.719067,0.275832,-0.166717,0.050272,-0.001555,-0.984721,0.034698,0.644295,0.251522,-0.063589,0.040063,0.172111,0.982206,1,0,0,0,0,0,0,0,0,0,0,
111,0.017079,1.115095,-0.025226,0.087587,-0.029136,-0.001491,-0.99573,-0.070935,0.720258,0.274746,-0.162319,0.05195,-0.000641,-0.98537,0.036273,0.647988,0.250373,-0.065012,0.045229,0.164814,0.98314,0,0,0,0,0,0,0,1,0,0,0,
112,0.007368,1.117182,-0.025097,0.095487,0.018019,-1.50E-05,-0.995268,-0.071921,0.719635,0.275969,-0.161426,0.051396,-0.003165,-0.985541,0.035312,0.6499,0.249311,-0.065801,0.043655,0.167589,0.982689,0,0,0,0,0,0,0,1,0,0,0,
113,0.007477,1.118375,-0.026579,0.102699,0.026198,0.006149,-0.994348,-0.071301,0.718063,0.276216,-0.163214,0.050326,-0.00212,-0.985304,0.035411,0.65071,0.248977,-0.064854,0.04474,0.167308,0.982752,0,0,0,0,0,0,0,1,0,0,0,
114,-0.00103,1.111995,-0.022183,0.071933,0.082984,0.018572,-0.993778,-0.071672,0.718805,0.276581,-0.162221,0.051636,-0.00338,-0.985397,0.035481,0.649143,0.249678,-0.066043,0.044057,0.168246,0.982543,0,0,0,0,0,0,0,1,0,0,0,
115,0.009407,1.112208,-0.022318,0.072211,0.035007,0.018441,-0.996604,-0.072328,0.719797,0.276205,-0.155037,0.053312,8.60E-05,-0.986469,0.035657,0.647478,0.24947,-0.067195,0.042785,0.16914,0.982368,1,0,0,0,0,0,0,0,0,0,0,
116,0.010989,1.108516,-0.019161,0.054663,0.026629,0.016922,-0.998006,-0.071547,0.719616,0.276488,-0.156098,0.051973,0.000951,-0.986373,0.0355,0.645025,0.251739,-0.066211,0.042586,0.169427,0.982394,1,0,0,0,0,0,0,0,0,0,0,
117,0.010037,1.104953,-0.016965,0.038619,0.035156,0.022247,-0.998388,-0.072431,0.719418,0.27663,-0.153488,0.053131,0.002012,-0.986719,0.035313,0.644433,0.251659,-0.066835,0.041813,0.170482,0.982202,1,0,0,0,0,0,0,0,0,0,0,
118,0.013524,1.099239,-0.014456,0.010973,0.020353,0.0264,-0.999384,-0.074067,0.720596,0.277413,-0.154417,0.057934,-0.003254,-0.9863,0.036086,0.642808,0.253072,-0.067822,0.04254,0.16996,0.982194,0,0,0,0,0,0,0,1,0,0,0,
119,0.01302,1.095042,-0.011932,-0.008568,0.018854,0.025308,-0.999465,-0.073899,0.72029,0.27714,-0.15379,0.057099,-0.003158,-0.986447,0.035836,0.641606,0.253121,-0.067522,0.042751,0.170109,0.982179,0,0,0,0,0,0,0,1,0,0,0,
120,0.006901,1.099348,-0.014657,0.010471,0.050322,0.027589,-0.998297,-0.073448,0.720232,0.277607,-0.152732,0.060844,-0.001269,-0.986392,0.03592,0.641059,0.253666,-0.06648,0.042203,0.170432,0.982218,0,0,0,0,0,0,0,1,0,0,0,
121,0.020506,1.097238,-0.015137,0.002487,-0.014966,0.02713,-0.999517,-0.073863,0.720004,0.277372,-0.151579,0.058715,-0.002065,-0.986698,0.035712,0.641683,0.253148,-0.068553,0.041887,0.17068,0.982046,1,0,0,0,0,0,0,0,0,0,0,
122,0.021741,1.099143,-0.015398,0.008305,-0.019045,0.021373,-0.999556,-0.073659,0.721796,0.277475,-0.146671,0.060563,-0.001459,-0.987329,0.036021,0.642176,0.25295,-0.07048,0.041638,0.173254,0.981469,0,0,0,0,0,0,0,0,1,0,0,
123,0.017623,1.107908,-0.017319,0.046284,-0.009268,0.015661,-0.998763,-0.07455,0.72245,0.277456,-0.147114,0.063418,-0.002005,-0.987082,0.035243,0.642441,0.252928,-0.070596,0.041539,0.173874,0.981356,1,0,0,0,0,0,0,0,0,0,0,
124,0.015584,1.098836,-0.015352,0.00534,-0.004898,0.016686,-0.999835,-0.074994,0.722514,0.27735,-0.145355,0.064116,-0.001086,-0.987299,0.034991,0.642125,0.252958,-0.070411,0.041404,0.174621,0.981242,1,0,0,0,0,0,0,0,0,0,0,
125,0.016233,1.113252,-0.020831,0.072936,-0.00547,0.01232,-0.997246,-0.075046,0.722359,0.277415,-0.145451,0.065298,-0.002144,-0.987206,0.035586,0.642101,0.252186,-0.071528,0.041433,0.1744,0.981199,0,0,0,0,0,0,0,1,0,0,0,
126,0.015649,1.113572,-0.021597,0.077079,-0.006346,0.009767,-0.996957,-0.075842,0.723263,0.277925,-0.148348,0.067505,-0.00425,-0.986619,0.035098,0.647821,0.25023,-0.070916,0.04134,0.175324,0.981083,0,0,0,0,0,0,0,1,0,0,0,
127,0.015907,1.109681,-0.021957,0.056657,-0.016344,0.003854,-0.998253,-0.075736,0.722501,0.277805,-0.148851,0.068335,-0.005009,-0.986483,0.035036,0.64964,0.248607,-0.070372,0.04076,0.176735,0.980893,0,0,0,0,0,0,0,1,0,0,0,
128,0.011177,1.109364,-0.019407,0.054467,0.003855,0.003197,-0.998503,-0.076463,0.723762,0.277995,-0.147624,0.067345,-0.007965,-0.986716,0.03429,0.651122,0.24783,-0.070959,0.039044,0.177497,0.980783,0,0,0,0,0,0,0,1,0,0,0,
129,0.007337,1.099736,-0.012802,0.010751,0.025442,0.009373,-0.999575,-0.076561,0.723714,0.278214,-0.147549,0.067309,-0.009111,-0.98672,0.034216,0.649971,0.248095,-0.070816,0.038659,0.177992,0.980719,0,0,0,0,0,0,0,1,0,0,0,
130,0.010291,1.0964,-0.012758,-0.003906,0.023754,0.018999,-0.99953,-0.075347,0.721247,0.278279,-0.150477,0.066804,-0.006657,-0.986331,0.034607,0.647648,0.249587,-0.070185,0.039108,0.178072,0.980732,1,0,0,0,0,0,0,0,0,0,0,
131,0.012578,1.10574,-0.015321,0.037753,0.012975,0.012458,-0.999125,-0.075807,0.722867,0.278301,-0.147361,0.066488,-0.008482,-0.986809,0.034852,0.645051,0.250585,-0.071527,0.038878,0.178485,0.980569,1,0,0,0,0,0,0,0,0,0,0,
132,0.01093,1.105112,-0.015208,0.034466,0.014777,0.012375,-0.99922,-0.076283,0.723697,0.277832,-0.144179,0.066042,-0.006097,-0.987326,0.034228,0.641361,0.251731,-0.070978,0.037246,0.179403,0.980505,1,0,0,0,0,0,0,0,0,0,0,
133,0.011684,1.103042,-0.015167,0.026095,0.017714,0.020206,-0.999298,-0.075694,0.723418,0.277106,-0.142068,0.066299,-0.00273,-0.98763,0.034028,0.640594,0.251912,-0.07063,0.037094,0.179761,0.98047,1,0,0,0,0,0,0,0,0,0,0,
134,0.012013,1.100956,-0.01317,0.015792,0.016362,0.019469,-0.999552,-0.075898,0.723742,0.277801,-0.13936,0.067006,-0.002112,-0.98797,0.034358,0.641149,0.252088,-0.071685,0.037015,0.179663,0.980414,0,0,0,0,0,0,0,1,0,0,0,
135,0.0121,1.100223,-0.011891,0.014968,0.016305,0.01831,-0.999587,-0.075152,0.723734,0.277384,-0.137014,0.063228,-0.002187,-0.988547,0.03431,0.64064,0.251923,-0.071807,0.036404,0.179983,0.98037,0,0,0,0,0,0,0,1,0,0,0,
136,0.014656,1.100902,-0.013573,0.016989,0.007434,0.022732,-0.99957,-0.074758,0.723189,0.276789,-0.137992,0.063166,-0.000449,-0.988417,0.034021,0.640368,0.251831,-0.070929,0.036715,0.180124,0.980396,1,0,0,0,0,0,0,0,0,0,0,
137,0.017926,1.101256,-0.013647,0.018523,-0.004232,0.024484,-0.99952,-0.075031,0.723976,0.277073,-0.136228,0.063662,-0.000899,-0.98863,0.034434,0.641722,0.251649,-0.071993,0.036751,0.180004,0.980339,1,0,0,0,0,0,0,0,0,0,0,
138,0.016438,1.102651,-0.013819,0.023173,-0.002376,0.019815,-0.999532,-0.075338,0.72483,0.277168,-0.13455,0.063546,-0.001955,-0.988865,0.034418,0.641074,0.251883,-0.072749,0.037456,0.182414,0.979811,1,0,0,0,0,0,0,0,0,0,0,
139,0.013506,1.103853,-0.014763,0.027144,0.002724,0.015401,-0.999509,-0.075242,0.724775,0.276947,-0.135269,0.063287,-0.001806,-0.988784,0.033525,0.643244,0.250576,-0.071573,0.03678,0.184057,0.979616,1,0,0,0,0,0,0,0,0,0,0,
140,0.013254,1.103108,-0.01426,0.026342,0.003128,0.016991,-0.999504,-0.07611,0.724735,0.276702,-0.133696,0.062886,-0.003028,-0.989021,0.033032,0.642744,0.250004,-0.072348,0.034894,0.185463,0.979363,1,0,0,0,0,0,0,0,0,0,0,
141,0.012425,1.113573,-0.016759,0.07687,0.010489,0.015894,-0.996859,-0.076232,0.726077,0.276802,-0.133246,0.063445,-0.004644,-0.989039,0.033717,0.640962,0.251333,-0.074083,0.036167,0.185146,0.979247,1,0,0,0,0,0,0,0,0,0,0,
142,0.036681,1.118817,-0.021396,0.1032,-0.141506,-0.030538,-0.98407,-0.076963,0.726534,0.275894,-0.133356,0.064522,-0.004813,-0.988954,0.033387,0.640947,0.250937,-0.074626,0.03755,0.1843,0.979313,0,0,0,0,0,0,0,1,0,0,0,
143,0.035286,1.11917,-0.022204,0.101606,-0.149959,-0.040083,-0.98264,-0.075841,0.726409,0.275561,-0.134304,0.062924,-0.003235,-0.988935,0.032895,0.640814,0.251441,-0.072675,0.037348,0.185016,0.979333,0,0,0,0,0,0,0,1,0,0,0,
144,0.01612,1.122262,-0.020634,0.1214,-0.025865,-0.002819,-0.992263,-0.075995,0.728851,0.275142,-0.13153,0.064172,-0.005188,-0.989219,0.033518,0.640718,0.251039,-0.074632,0.036119,0.185672,0.979107,0,0,0,0,0,0,0,0,1,0,0,
145,0.010205,1.121727,-0.020805,0.122112,0.028113,0.0199,-0.991918,-0.076343,0.728576,0.275864,-0.13109,0.065072,-0.00476,-0.989221,0.033876,0.641026,0.251475,-0.074957,0.036216,0.185398,0.979131,0,0,0,0,0,0,0,0,1,0,0,
146,0.004437,1.113262,-0.018005,0.079217,0.064872,0.028957,-0.994323,-0.075182,0.728677,0.274428,-0.11884,0.064855,-0.002936,-0.990789,0.034404,0.639674,0.25124,-0.073737,0.035744,0.185605,0.979202,1,0,0,0,0,0,0,0,0,0,0,
147,0.01428,1.110721,-0.016589,0.068005,0.009488,0.018563,-0.997467,-0.075547,0.727151,0.275816,-0.121208,0.05977,-0.007107,-0.9908,0.033813,0.639756,0.251721,-0.073919,0.034688,0.186205,0.979112,1,0,0,0,0,0,0,0,0,0,0,
148,0.007499,1.110524,-0.015993,0.065468,0.044383,0.022792,-0.996607,-0.076015,0.727981,0.275258,-0.1178,0.054266,-0.011858,-0.991483,0.033689,0.639775,0.251329,-0.074557,0.034219,0.186622,0.979001,1,0,0,0,0,0,0,0,0,0,0,
149,0.010195,1.110822,-0.016122,0.067399,0.03673,0.026595,-0.996695,-0.0765,0.727952,0.275331,-0.117455,0.054372,-0.012538,-0.991509,0.033661,0.63998,0.250989,-0.075215,0.034581,0.186228,0.979013,1,0,0,0,0,0,0,0,0,0,0,
150,0.014678,1.107259,-0.014243,0.051554,0.008493,0.018861,-0.998456,-0.075948,0.727974,0.275217,-0.117525,0.052546,-0.011025,-0.991617,0.033285,0.640228,0.251374,-0.074963,0.034942,0.186184,0.979028,1,0,0,0,0,0,0,0,0,0,0,
151,0.012177,1.111523,-0.017678,0.070033,0.025176,0.020839,-0.997009,-0.07528,0.72768,0.275303,-0.11834,0.053337,-0.011383,-0.991474,0.033927,0.640001,0.251633,-0.074901,0.035013,0.186019,0.979061,0,0,0,0,0,0,0,1,0,0,0,
152,0.015514,1.107398,-0.015805,0.052731,0.000916,0.020764,-0.998392,-0.07653,0.728033,0.275455,-0.117155,0.053434,-0.01294,-0.991591,0.033389,0.640141,0.25128,-0.075672,0.034904,0.186309,0.978951,0,0,0,0,0,0,0,1,0,0,0,
153,0.025383,1.105,-0.014723,0.045262,-0.042268,0.020357,-0.997873,-0.076566,0.727952,0.275136,-0.117537,0.052857,-0.012207,-0.991586,0.033057,0.640938,0.250952,-0.076148,0.035202,0.185632,0.979032,0,0,0,0,0,0,0,1,0,0,0,
154,0.02544,1.109744,-0.017863,0.061342,-0.0439,0.017422,-0.996999,-0.074959,0.727776,0.2749,-0.120156,0.049757,-0.012272,-0.991431,0.033617,0.641079,0.251161,-0.075565,0.035696,0.185935,0.979002,1,0,0,0,0,0,0,0,0,0,0,
155,0.016105,1.10557,-0.012804,0.04175,0.00231,0.022895,-0.998863,-0.075641,0.727851,0.275588,-0.119333,0.050713,-0.013841,-0.991462,0.033325,0.640622,0.251264,-0.075342,0.033323,0.187046,0.978891,1,0,0,0,0,0,0,0,0,0,0,
156,0.015982,1.106236,-0.012854,0.04517,0.003048,0.021133,-0.998751,-0.075707,0.728303,0.275476,-0.117512,0.050019,-0.013822,-0.991715,0.033326,0.640038,0.250972,-0.076442,0.032265,0.187821,0.978693,0,0,0,0,0,0,0,1,0,0,0,
157,0.015059,1.109156,-0.01506,0.060332,0.005059,0.018799,-0.997989,-0.076136,0.72852,0.275661,-0.117084,0.05024,-0.014283,-0.991748,0.033056,0.641875,0.250376,-0.076699,0.032395,0.188066,0.978621,0,0,0,0,0,0,0,1,0,0,0,
158,0.016585,1.112596,-0.018413,0.074421,-0.001778,0.013986,-0.997127,-0.074889,0.728039,0.275358,-0.118724,0.049717,-0.012821,-0.991599,0.033319,0.640514,0.251218,-0.075725,0.032098,0.18799,0.978721,0,0,0,0,0,0,0,1,0,0,0,
159,0.007286,1.107778,-0.016866,0.053646,0.042413,0.018194,-0.997493,-0.076267,0.729068,0.275045,-0.116586,0.049648,-0.015808,-0.991813,0.033061,0.639659,0.250485,-0.076964,0.030904,0.188858,0.978496,0,0,0,0,0,0,0,1,0,0,0,
160,-0.002252,1.112296,-0.018583,0.074786,0.090284,0.024034,-0.992813,-0.076693,0.729879,0.275162,-0.115991,0.050105,-0.016855,-0.991842,0.032584,0.639516,0.25082,-0.076282,0.030576,0.189316,0.978471,0,0,0,0,0,0,0,1,0,0,0,
161,0.001171,1.111651,-0.018164,0.072131,0.078556,0.025389,-0.993973,-0.076032,0.728113,0.275187,-0.118781,0.050015,-0.015714,-0.991535,0.032549,0.639007,0.25102,-0.075351,0.030095,0.189622,0.978499,0,0,0,0,0,0,0,1,0,0,0,
162,0.005503,1.106533,-0.013366,0.049417,0.055006,0.024935,-0.996951,-0.0766,0.729018,0.275193,-0.11751,0.04978,-0.016295,-0.991689,0.03265,0.639205,0.251046,-0.075979,0.029921,0.189853,0.978411,1,0,0,0,0,0,0,0,0,0,0,
163,0.01422,1.106106,-0.014368,0.04983,0.016477,0.023442,-0.998347,-0.076289,0.729173,0.275308,-0.117145,0.049007,-0.015848,-0.991778,0.032821,0.639866,0.251012,-0.076627,0.029846,0.189756,0.978381,1,0,0,0,0,0,0,0,0,0,0,
164,0.023876,1.105224,-0.013724,0.046085,-0.032847,0.027444,-0.99802,-0.075578,0.728601,0.275111,-0.116168,0.044989,-0.011329,-0.992146,0.0321,0.639975,0.251515,-0.076872,0.030193,0.18945,0.978411,1,0,0,0,0,0,0,0,0,0,0,
165,0.020718,1.106969,-0.013485,0.052493,-0.011333,0.032201,-0.998038,-0.075603,0.727699,0.275585,-0.119584,0.046066,-0.012403,-0.991677,0.031722,0.640419,0.25159,-0.076005,0.029849,0.189567,0.978467,1,0,0,0,0,0,0,0,0,0,0,
166,0.015433,1.101209,-0.009816,0.025678,0.015319,0.029658,-0.999113,-0.076101,0.727869,0.27549,-0.118547,0.047382,-0.014476,-0.991712,0.03249,0.640929,0.250528,-0.077109,0.029891,0.189557,0.978381,1,0,0,0,0,0,0,0,0,0,0,
167,0.014035,1.10801,-0.012702,0.057552,0.026224,0.032082,-0.997482,-0.07615,0.728496,0.275648,-0.118075,0.04788,-0.015292,-0.991732,0.032744,0.640668,0.250789,-0.078256,0.030243,0.188784,0.978428,0,0,0,0,0,0,0,1,0,0,0,
168,0.026488,1.104464,-0.013653,0.044614,-0.028056,0.037763,-0.997896,-0.075887,0.727964,0.275102,-0.119772,0.046401,-0.013935,-0.991619,0.031869,0.64036,0.250965,-0.077427,0.029116,0.189483,0.978393,1,0,0,0,0,0,0,0,0,0,0,
169,0.02707,1.104872,-0.014031,0.044137,-0.031029,0.034013,-0.997964,-0.07555,0.72842,0.274634,-0.11997,0.045838,-0.013655,-0.991625,0.032042,0.640587,0.251107,-0.077556,0.029045,0.189146,0.978451,0,0,0,0,0,0,0,1,0,0,0,
170,0.022172,1.108526,-0.013608,0.059096,-0.017845,0.023553,-0.997815,-0.076091,0.729656,0.27541,-0.117518,0.04679,-0.016163,-0.991836,0.032561,0.641064,0.250878,-0.078519,0.028812,0.189697,0.978274,1,0,0,0,0,0,0,0,0,0,0,
171,0.016258,1.097178,-0.007686,0.00892,0.006011,0.026515,-0.999591,-0.07661,0.729467,0.275393,-0.116502,0.046182,-0.016935,-0.991972,0.031762,0.639659,0.250456,-0.077684,0.026418,0.190897,0.978175,1,0,0,0,0,0,0,0,0,0,0,
172,0.019148,1.112854,-0.016944,0.079697,-0.006151,0.019545,-0.996609,-0.075762,0.729011,0.275242,-0.11725,0.046855,-0.01606,-0.991866,0.032115,0.6393,0.250485,-0.077178,0.025881,0.191452,0.978121,0,0,0,0,0,0,0,1,0,0,0,
173,0.01772,1.113918,-0.016904,0.083748,-0.003393,0.017291,-0.996331,-0.076323,0.730082,0.275479,-0.116996,0.047082,-0.017405,-0.991863,0.031983,0.640531,0.250749,-0.077705,0.026597,0.190841,0.978179,1,0,0,0,0,0,0,0,0,0,0,
174,0.019293,1.110655,-0.016694,0.072597,-0.013968,0.01242,-0.997186,-0.076708,0.730184,0.274918,-0.115785,0.047368,-0.018218,-0.991977,0.032336,0.640024,0.250048,-0.078241,0.026895,0.190442,0.978206,0,0,0,0,0,0,0,1,0,0,0,
175,0.015866,1.112245,-0.016179,0.075831,-0.001617,0.013055,-0.997034,-0.077528,0.730687,0.275189,-0.115267,0.047571,-0.018865,-0.992015,0.031634,0.641454,0.249462,-0.078333,0.026584,0.190724,0.978152,0,0,0,0,0,0,0,1,0,0,0,
176,0.005199,1.110787,-0.016246,0.069182,0.055068,0.018043,-0.99592,-0.076509,0.729778,0.275846,-0.119093,0.048827,-0.019134,-0.991497,0.032204,0.640518,0.250618,-0.077236,0.0273,0.190094,0.978342,0,0,0,0,0,0,0,1,0,0,0,
177,-0.000218,1.10744,-0.015254,0.054021,0.086507,0.024268,-0.99449,-0.077537,0.729955,0.275993,-0.119552,0.051163,-0.022064,-0.991263,0.032511,0.639393,0.250441,-0.077988,0.027223,0.189768,0.978348,0,0,0,0,0,0,0,1,0,0,0,
178,0.010593,1.105939,-0.014353,0.047347,0.027524,0.015696,-0.998376,-0.077818,0.730467,0.275988,-0.113534,0.052454,-0.016229,-0.992016,0.032046,0.639346,0.250319,-0.079058,0.026096,0.191004,0.978052,1,0,0,0,0,0,0,0,0,0,0,
179,0.003103,1.109493,-0.014884,0.061048,0.061982,0.02199,-0.995966,-0.080872,0.709499,0.281964,-0.305756,0.010173,-0.160814,-0.938376,0.032063,0.639819,0.250701,-0.080137,0.028278,0.191011,0.977903,1,0,0,0,0,0,0,0,0,0,0,
180,-0.007006,1.109756,-0.014025,0.06181,0.114003,0.035089,-0.990935,-0.082854,0.714671,0.281715,-0.276266,0.014114,-0.155453,-0.948321,0.032251,0.63971,0.250716,-0.080619,0.029205,0.19034,0.977966,1,0,0,0,0,0,0,0,0,0,0,
181,0.015369,1.086658,-0.002809,-0.044001,0.005489,0.037234,-0.998322,-0.083567,0.715562,0.281068,-0.261739,0.020807,-0.142503,-0.954334,0.031657,0.639934,0.250337,-0.080818,0.028622,0.190019,0.97803,1,0,0,0,0,0,0,0,0,0,0,
182,0.013408,1.096704,-0.004012,0.000583,0.017052,0.032767,-0.999317,-0.083562,0.714573,0.281959,-0.259017,0.026154,-0.137187,-0.955723,0.032032,0.640107,0.250611,-0.078955,0.028566,0.189825,0.978221,1,0,0,0,0,0,0,0,0,0,0,
183,0.013086,1.10083,-0.006305,0.023425,0.024106,0.03927,-0.998663,-0.083582,0.717076,0.281335,-0.248952,0.026743,-0.130992,-0.959244,0.031922,0.640218,0.250489,-0.079874,0.028169,0.190239,0.978078,1,0,0,0,0,0,0,0,0,0,0,
184,0.019545,1.09976,-0.005836,0.020066,-0.009338,0.035361,-0.999129,-0.083439,0.718126,0.280825,-0.243521,0.028674,-0.126325,-0.961206,0.031753,0.640267,0.250237,-0.07965,0.028777,0.189866,0.978151,1,0,0,0,0,0,0,0,0,0,0,
185,0.025031,1.110598,-0.01236,0.070144,-0.088323,-0.013017,-0.993534,-0.081673,0.719009,0.280688,-0.242866,0.023936,-0.130798,-0.960903,0.032735,0.641379,0.25055,-0.080278,0.032182,0.186748,0.978593,1,0,0,0,0,0,0,0,0,0,0,
186,0.00613,1.109572,-0.009869,0.062305,-0.000209,0.001658,-0.998056,-0.083871,0.721151,0.281322,-0.231564,0.031743,-0.129685,-0.963614,0.03272,0.639221,0.251431,-0.077299,0.032653,0.189322,0.978323,1,0,0,0,0,0,0,0,0,0,0,
187,0.010722,1.101275,-0.002941,0.025729,-0.002854,0.010562,-0.999609,-0.081943,0.720118,0.28107,-0.226036,0.02847,-0.118771,-0.966432,0.032606,0.640514,0.250564,-0.077679,0.030081,0.190262,0.978193,1,0,0,0,0,0,0,0,0,0,0,
188,0.009954,1.118977,-0.013985,0.108707,-0.003931,0.0013,-0.994065,-0.082709,0.720522,0.280152,-0.221444,0.028336,-0.116596,-0.967763,0.03242,0.63889,0.25068,-0.077886,0.03055,0.189576,0.978295,0,0,0,0,0,0,0,1,0,0,0,
