time,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w,l_pos_x,l_pos_y,l_pos_z,l_rot_x,l_rot_y,l_rot_z,l_rot_w,r_pos_x,r_pos_y,r_pos_z,r_rot_x,r_rot_y,r_rot_z,r_rot_w,pose_idle,pose_looking_up,pose_looking_down,pose_looking_left,pose_looking_right,pose_head_tilt_left,pose_head_tilt_right,pose_nodding,pose_shaking_no,pose_tilting_side,cybersickness
32,-0.007677,1.208779,-0.001036,0.035795,-0.071652,-0.040606,0.99596,-0.325883,0.715787,0.185567,-0.178058,0.273454,-0.09937,-0.940023,0.121883,0.726816,0.281513,0.187839,-0.001213,-0.06132,0.980283,0,0,0,0,0,0,0,0,1,0,0
33,-0.00801,1.20872,-0.000523,0.035237,-0.072304,-0.038872,0.996002,-0.325864,0.7165,0.185331,-0.176768,0.273524,-0.099423,-0.940241,0.121769,0.726783,0.281647,0.187765,9.3e-05,-0.059824,0.98039,0,0,0,0,0,0,0,0,1,0,0
34,-0.00805,1.209115,-0.000908,0.034544,-0.072696,-0.038311,0.996019,-0.326074,0.716217,0.185146,-0.17638,0.273708,-0.099245,-0.940279,0.121513,0.726658,0.281517,0.190005,0.000742,-0.056726,0.980143,0,0,0,0,0,0,0,0,1,0,0
35,-0.007738,1.208474,7.3e-05,0.037176,-0.072152,-0.040102,0.995894,-0.325969,0.715825,0.185514,-0.178141,0.27356,-0.099229,-0.939992,0.120396,0.726323,0.281821,0.192939,-0.000583,-0.057589,0.979519,0,0,0,0,0,0,0,0,1,0,1
36,-0.009732,1.207746,0.001722,0.04084,-0.077064,-0.03819,0.995457,-0.326468,0.71577,0.185548,-0.177341,0.274358,-0.099658,-0.939865,0.119911,0.776093,0.258714,-0.016212,-0.125195,-0.189013,0.973826,1,0,0,0,0,0,0,0,0,0,0
37,-0.015189,1.193441,0.007095,0.123472,-0.096313,-0.061153,0.985768,-0.326753,0.716701,0.185274,-0.174035,0.273731,-0.103115,-0.940293,0.165169,1.19844,-0.00928,-0.699641,-0.215362,-0.399294,0.551984,1,0,0,0,0,0,0,0,0,0,0
38,-0.008761,1.199265,0.005962,0.077229,-0.037854,-0.061379,0.994402,-0.298018,0.723345,0.17982,-0.169143,0.226698,-0.10259,-0.953664,0.106173,1.161048,-0.015107,-0.939581,0.021936,-0.312101,0.138925,1,0,0,0,0,0,0,0,0,0,0
39,-0.017222,1.219033,-0.012359,-0.008691,-0.055201,-0.028462,0.998032,-0.297238,0.723543,0.180645,-0.175826,0.230001,-0.086003,-0.953304,0.102212,1.228594,-0.000747,-0.903952,-0.018745,-0.289279,0.314385,1,0,0,0,0,0,0,0,0,0,0
40,-0.013134,1.19779,0.003252,0.098,-0.074907,-0.055424,0.990814,-0.301097,0.721074,0.181677,-0.189063,0.246981,-0.102347,-0.944871,0.057314,0.70558,0.229306,0.226196,-0.139135,-0.133355,0.954826,0,0,0,0,0,0,0,1,0,0,0
41,-0.015094,1.200462,0.003433,0.07586,-0.101887,-0.056073,0.990313,-0.302994,0.717231,0.183323,-0.189487,0.251965,-0.099381,-0.943786,0.08027,0.70332,0.252588,0.274994,-0.007395,-0.19357,0.941729,1,0,0,0,0,0,0,0,0,0,0
42,-0.010581,1.199017,0.002897,0.081331,-0.084822,-0.056711,0.991451,-0.304169,0.715985,0.182953,-0.189656,0.254053,-0.100531,-0.94307,0.076036,0.700144,0.249989,0.283403,-0.016464,-0.187898,0.940269,1,0,0,0,0,0,0,0,0,0,0
43,-0.011618,1.198529,0.002791,0.083621,-0.085403,-0.052414,0.991447,-0.304816,0.7155,0.183019,-0.189155,0.253247,-0.100032,-0.94344,0.074584,0.699192,0.249339,0.28368,-0.018824,-0.183181,0.941072,1,0,0,0,0,0,0,0,0,0,0
44,-0.011465,1.197909,0.003085,0.087349,-0.085143,-0.052499,0.991143,-0.304787,0.715009,0.183153,-0.189219,0.2529,-0.099763,-0.943549,0.074837,0.700011,0.249154,0.282781,-0.018352,-0.183118,0.941364,1,0,0,0,0,0,0,0,0,0,0
45,-0.011298,1.197699,0.004135,0.088963,-0.084514,-0.05627,0.990847,-0.30458,0.715268,0.183592,-0.191041,0.253003,-0.099636,-0.943168,0.074007,0.699071,0.249379,0.286619,-0.017749,-0.18439,0.939965,1,0,0,0,0,0,0,0,0,0,0
46,-0.009152,1.198386,0.00385,0.086068,-0.076879,-0.054565,0.991819,-0.30503,0.714894,0.183661,-0.18987,0.253121,-0.099227,-0.943416,0.074102,0.699866,0.249266,0.285013,-0.019351,-0.184055,0.940488,1,0,0,0,0,0,0,0,0,0,0
47,-0.00513,1.218939,-0.001872,-0.036388,-0.041478,-0.032796,0.997938,-0.305824,0.714496,0.183388,-0.189075,0.252328,-0.098552,-0.943859,0.073001,0.700014,0.248305,0.285081,-0.021273,-0.183115,0.940609,1,0,0,0,0,0,0,0,0,0,0
48,-0.008825,1.216015,-0.000215,-0.018221,-0.057818,-0.037799,0.997445,-0.30553,0.713298,0.184129,-0.190255,0.251408,-0.098405,-0.943882,0.072534,0.698699,0.248499,0.288755,-0.018404,-0.18188,0.939788,1,0,0,0,0,0,0,0,0,0,0
49,-0.022739,1.226236,-0.007554,-0.072282,-0.150823,-0.060863,0.984034,-0.305488,0.713241,0.183569,-0.188516,0.251252,-0.098045,-0.94431,0.069937,0.699067,0.247661,0.287417,-0.010193,-0.157667,0.944684,1,0,0,0,0,0,0,0,0,0,0
50,-0.031523,1.225059,-0.007011,-0.064538,-0.192363,-0.058966,0.977422,-0.305276,0.712665,0.183602,-0.187822,0.250542,-0.097767,-0.944666,0.069979,0.690623,0.249998,0.311527,0.039956,-0.103654,0.943721,1,0,0,0,0,0,0,0,0,0,1
51,-0.03708,1.215572,-0.003177,-0.015298,-0.210753,-0.047946,0.976243,-0.304982,0.711902,0.184597,-0.189881,0.250431,-0.097454,-0.944316,0.067629,0.687719,0.249867,0.321487,0.032544,-0.097761,0.941292,0,0,0,1,0,0,0,0,0,0,1
52,-0.034817,1.212806,-0.000257,-0.002698,-0.193893,-0.045568,0.97996,-0.305384,0.71166,0.184589,-0.188306,0.250221,-0.0964,-0.944795,0.067901,0.686812,0.250221,0.318577,0.031775,-0.096955,0.94239,1,0,0,0,0,0,0,0,0,0,0
53,-0.017324,1.206311,0.004858,0.029618,-0.083804,-0.023164,0.995773,-0.305319,0.713185,0.184063,-0.187533,0.249951,-0.096442,-0.945016,0.067856,0.686899,0.250291,0.318077,0.031667,-0.09695,0.942563,1,0,0,0,0,0,0,0,0,0,0
54,-0.022193,1.206785,0.004462,0.029939,-0.110018,-0.031718,0.992972,-0.304722,0.713538,0.184228,-0.18842,0.249251,-0.097059,-0.944961,0.067238,0.686229,0.250001,0.321302,0.032315,-0.095132,0.941632,1,0,0,0,0,0,0,0,0,0,0
55,-0.018092,1.206786,0.002489,0.023511,-0.10836,-0.05153,0.992497,-0.303908,0.711051,0.185244,-0.195485,0.248833,-0.096865,-0.943655,0.068353,0.683938,0.251039,0.329409,0.036848,-0.097842,0.938381,1,0,0,0,0,0,0,0,0,0,0
56,-0.023227,1.208302,0.001056,0.023924,-0.119976,-0.039036,0.991721,-0.305111,0.711149,0.185264,-0.195025,0.250448,-0.097257,-0.943283,0.067534,0.682806,0.251295,0.328165,0.036799,-0.092225,0.939387,0,0,0,0,0,0,0,0,1,0,0
57,-0.020838,1.21002,-0.000339,0.017379,-0.11534,-0.03895,0.99241,-0.30498,0.710692,0.185109,-0.191552,0.249018,-0.095522,-0.944549,0.066898,0.683751,0.25062,0.323207,0.034003,-0.088895,0.94153,0,0,0,0,0,0,0,0,1,0,0
58,-0.016886,1.208068,0.00232,0.023361,-0.099769,-0.043348,0.993791,-0.305342,0.711519,0.184962,-0.189432,0.249605,-0.095144,-0.94486,0.066515,0.685175,0.250425,0.319081,0.032544,-0.087784,0.943092,0,0,0,0,0,0,0,0,1,0,0
59,-0.01689,1.20763,0.003166,0.024038,-0.096763,-0.038148,0.994286,-0.304932,0.712503,0.184763,-0.188707,0.249421,-0.094637,-0.945105,0.066853,0.686333,0.25039,0.317685,0.033398,-0.088983,0.943421,0,0,0,0,0,0,0,0,1,0,0
60,-0.017962,1.207319,0.003584,0.025047,-0.098079,-0.037991,0.994138,-0.304772,0.712196,0.185055,-0.18928,0.248921,-0.094658,-0.94512,0.066025,0.686405,0.250236,0.321374,0.034035,-0.08551,0.942469,0,0,0,0,0,0,0,0,1,0,0
61,-0.019191,1.206727,0.003979,0.027595,-0.100314,-0.037732,0.993857,-0.304921,0.712086,0.185088,-0.189661,0.248854,-0.094654,-0.945061,0.06648,0.686738,0.250551,0.320307,0.039175,-0.085251,0.942656,0,0,0,0,0,0,0,0,1,0,0
62,-0.019429,1.208425,0.004041,0.020985,-0.097852,-0.040855,0.994141,-0.306215,0.71218,0.18362,-0.190965,0.253323,-0.102642,-0.942775,0.065122,0.683619,0.249199,0.366015,0.024841,-0.113111,0.923375,0,0,0,0,0,0,0,0,1,0,0
63,-0.023036,1.2205,-0.010348,-0.019436,-0.099228,-0.012308,0.994799,-0.302902,0.712403,0.185586,-0.174513,0.244647,-0.076464,-0.950708,0.068934,0.684509,0.253403,0.320885,0.037851,-0.094703,0.941611,0,0,0,0,0,0,0,0,1,0,1
64,-0.013365,1.232087,-0.038351,-0.058867,-0.103409,-0.02794,0.992502,-0.301842,0.713825,0.18462,-0.160174,0.249413,-0.048313,-0.953836,0.06494,0.679895,0.250829,0.319516,0.042423,-0.069398,0.944084,0,0,0,0,0,0,0,0,1,0,1
65,-0.017452,1.240302,-0.064995,-0.120369,-0.124709,-0.018998,0.984682,-0.301715,0.712985,0.184735,-0.157672,0.246964,-0.04551,-0.955028,0.067425,0.673387,0.252397,0.334419,0.050212,-0.076346,0.937984,0,0,0,0,0,0,0,0,1,0,1
66,-0.010277,1.235307,-0.050717,-0.099692,-0.105691,-0.038715,0.988631,-0.301271,0.712166,0.185226,-0.162442,0.245798,-0.048567,-0.954378,0.066441,0.672702,0.252767,0.334798,0.044512,-0.072152,0.938468,1,0,0,0,0,0,0,0,0,0,1
67,-0.010854,1.23346,-0.047637,-0.090262,-0.104587,-0.038545,0.989661,-0.30156,0.712758,0.185273,-0.161563,0.245946,-0.049384,-0.954447,0.066137,0.672757,0.252781,0.332421,0.044418,-0.069773,0.939497,1,0,0,0,0,0,0,0,0,0,1
68,-0.010743,1.23354,-0.046816,-0.088367,-0.103549,-0.03893,0.989926,-0.301512,0.713251,0.184985,-0.161526,0.246324,-0.04953,-0.954348,0.065793,0.67335,0.25233,0.331147,0.044086,-0.068606,0.940049,1,0,0,0,0,0,0,0,0,0,0
69,-0.011848,1.233265,-0.046021,-0.086572,-0.104733,-0.037019,0.990033,-0.301418,0.713396,0.185251,-0.161976,0.246077,-0.050253,-0.954298,0.065731,0.673505,0.252294,0.330724,0.044199,-0.067991,0.940237,1,0,0,0,0,0,0,0,0,0,0
70,-0.013811,1.231564,-0.04366,-0.079453,-0.107843,-0.03589,0.990338,-0.301463,0.713033,0.185446,-0.162234,0.245658,-0.050674,-0.95434,0.065677,0.673324,0.252508,0.329719,0.043951,-0.067443,0.940641,1,0,0,0,0,0,0,0,0,0,0
71,-0.015061,1.231163,-0.041805,-0.075388,-0.110595,-0.035479,0.990367,-0.300985,0.712509,0.185473,-0.16374,0.244336,-0.050538,-0.954429,0.066038,0.672969,0.252415,0.333654,0.044841,-0.071654,0.938898,1,0,0,0,0,0,0,0,0,0,0
72,-0.014282,1.222068,-0.034631,-0.019594,-0.109036,-0.040004,0.993039,-0.301546,0.71152,0.184097,-0.165524,0.247878,-0.04921,-0.953277,0.079226,0.70815,0.240798,0.249006,0.011893,-0.114883,0.961591,1,0,0,0,0,0,0,0,0,0,0
73,-0.008125,1.164566,0.001636,0.251251,-0.078425,-0.157701,0.951763,-0.303221,0.713315,0.184252,-0.164718,0.249506,-0.060302,-0.952354,0.137203,1.285447,0.065773,-0.480049,-0.143831,-0.330143,0.79992,1,0,0,0,0,0,0,0,0,0,0
74,-0.00957,1.16633,0.004561,0.236963,-0.088557,-0.172035,0.952056,-0.30433,0.71344,0.184419,-0.1631,0.246788,-0.061615,-0.953256,0.088968,1.285639,0.053205,-0.411315,-0.380877,-0.313506,0.766464,1,0,0,0,0,0,0,0,0,0,0
75,-0.015145,1.162117,0.005488,0.255288,-0.108571,-0.16449,0.946564,-0.303389,0.714022,0.18528,-0.162701,0.245671,-0.06035,-0.953694,0.062938,1.275567,0.084465,-0.450026,-0.31096,-0.279377,0.789132,0,0,1,0,0,0,0,0,0,0,0
76,-0.014042,1.166829,0.003219,0.242649,-0.104378,-0.155842,0.951809,-0.303312,0.714707,0.185246,-0.162114,0.246046,-0.060412,-0.953693,0.071315,1.288381,0.028724,-0.557946,-0.281897,-0.216315,0.749959,0,0,1,0,0,0,0,0,0,0,0
77,-0.011951,1.167264,0.000601,0.2408,-0.097289,-0.165605,0.951381,-0.303114,0.71441,0.184813,-0.163746,0.245002,-0.062293,-0.953562,0.065026,1.286574,0.038569,-0.5245,-0.273419,-0.202688,0.780423,0,0,1,0,0,0,0,0,0,0,0
78,-0.01481,1.180841,-0.00504,0.19075,-0.095435,-0.132533,0.967958,-0.302706,0.714776,0.185222,-0.164981,0.24424,-0.06305,-0.953495,0.062942,1.281507,0.067056,-0.441453,-0.335573,-0.368215,0.746275,0,0,1,0,0,0,0,0,0,0,0
79,-0.014977,1.193478,0.000165,0.125525,-0.110685,-0.072429,0.983233,-0.303201,0.712817,0.185172,-0.171347,0.252355,-0.054246,-0.950797,0.109744,0.765189,0.223948,0.176596,-0.054708,-0.181127,0.965926,0,0,0,0,0,0,0,1,0,0,0
80,-0.016281,1.209004,-0.010901,0.04535,-0.123032,-0.047887,0.990209,-0.302172,0.71286,0.185408,-0.170344,0.249804,-0.054002,-0.951664,0.078444,0.720241,0.252448,0.247809,-0.02913,-0.11993,0.960916,0,0,0,0,0,0,0,1,0,0,1
81,-0.009227,1.203431,-0.006384,0.064134,-0.11279,-0.046167,0.990472,-0.302508,0.711131,0.18595,-0.173933,0.253403,-0.049866,-0.950288,0.117254,0.71516,0.281226,0.279117,0.022154,-0.079027,0.956743,1,0,0,0,0,0,0,0,0,0,1
82,-0.008314,1.201082,-0.005799,0.074139,-0.112159,-0.04946,0.989686,-0.302514,0.710001,0.186364,-0.175735,0.253595,-0.048294,-0.949987,0.120339,0.715259,0.282835,0.276859,0.031574,-0.097798,0.955399,0,0,0,0,0,0,0,0,1,0,0
83,-0.00986,1.200687,-0.006227,0.076358,-0.111685,-0.047346,0.989674,-0.305497,0.710745,0.186377,-0.194072,0.260144,-0.078674,-0.942588,0.121221,0.713471,0.283288,0.298232,0.032841,-0.115107,0.946958,1,0,0,0,0,0,0,0,0,0,0
84,-0.010262,1.199922,-0.005916,0.079933,-0.111161,-0.047345,0.989451,-0.307785,0.710019,0.186945,-0.240558,0.253569,-0.115313,-0.929805,0.120468,0.712326,0.282839,0.300293,0.037188,-0.106425,0.947162,1,0,0,0,0,0,0,0,0,0,0
85,-0.010568,1.199514,-0.005202,0.081747,-0.109469,-0.047977,0.989461,-0.306611,0.709191,0.18719,-0.24604,0.246337,-0.113379,-0.930552,0.119389,0.710465,0.282814,0.303129,0.037099,-0.102467,0.946698,1,0,0,0,0,0,0,0,0,0,0
86,-0.010421,1.200256,-0.005208,0.081151,-0.108588,-0.048278,0.989592,-0.307097,0.710225,0.186688,-0.230343,0.252523,-0.098217,-0.934627,0.118497,0.710372,0.282864,0.299063,0.033238,-0.100459,0.948348,1,0,0,0,0,0,0,0,0,0,0
87,-0.010793,1.200085,-0.005061,0.080631,-0.109038,-0.047712,0.989613,-0.307933,0.709912,0.187081,-0.232457,0.249104,-0.097477,-0.935099,0.117373,0.710817,0.282521,0.29415,0.027803,-0.095529,0.950567,1,0,0,0,0,0,0,0,0,0,0
88,-0.01043,1.201546,-0.006176,0.073797,-0.108898,-0.04907,0.990095,-0.307469,0.709379,0.187047,-0.232859,0.248978,-0.095797,-0.935206,0.115956,0.711219,0.281591,0.292802,0.024141,-0.092315,0.9514,1,0,0,0,0,0,0,0,0,0,0
89,-0.010272,1.201343,-0.006386,0.074377,-0.111953,-0.051151,0.989605,-0.307239,0.709657,0.18688,-0.231378,0.249494,-0.095016,-0.935515,0.116959,0.710967,0.282052,0.297467,0.029235,-0.092755,0.949766,1,0,0,0,0,0,0,0,0,0,1
90,-0.009002,1.202587,-0.007164,0.069936,-0.10867,-0.051329,0.990285,-0.307204,0.709905,0.186764,-0.22982,0.249548,-0.093758,-0.936012,0.117612,0.71114,0.282039,0.298621,0.03087,-0.092657,0.949361,0,0,0,0,0,0,0,0,1,0,1
91,-0.010806,1.202299,-0.006941,0.07027,-0.107928,-0.044307,0.990682,-0.307149,0.709458,0.187207,-0.229945,0.249384,-0.093358,-0.936065,0.117424,0.710032,0.282143,0.30111,0.031577,-0.092571,0.94856,0,0,0,0,0,0,0,0,1,0,1
92,-0.011983,1.201847,-0.007358,0.071559,-0.10949,-0.042236,0.990509,-0.30747,0.709851,0.186811,-0.228008,0.250029,-0.09299,-0.936403,0.117434,0.709429,0.282062,0.300902,0.03202,-0.091216,0.948743,0,0,0,0,0,0,0,0,1,0,1
93,-0.011511,1.202775,-0.00713,0.069201,-0.108126,-0.042843,0.9908,-0.30776,0.709784,0.187271,-0.227176,0.250026,-0.093098,-0.936595,0.117692,0.709747,0.282645,0.300914,0.032535,-0.091245,0.948718,0,0,0,0,0,0,0,0,1,0,1
94,-0.012708,1.202933,-0.008138,0.06806,-0.110956,-0.042456,0.990583,-0.307286,0.709871,0.186959,-0.228099,0.249473,-0.093023,-0.936526,0.11743,0.709122,0.282464,0.302237,0.033341,-0.09098,0.948295,0,0,0,0,0,0,0,0,1,0,1
95,-0.011869,1.203237,-0.007957,0.06792,-0.110236,-0.042527,0.99067,-0.307278,0.710006,0.186546,-0.227499,0.249863,-0.092879,-0.936582,0.11768,0.709359,0.282269,0.301437,0.033141,-0.091004,0.948555,0,0,0,0,0,0,0,0,1,0,1
96,-0.01203,1.202829,-0.008005,0.067183,-0.110518,-0.041425,0.990735,-0.307209,0.71029,0.186699,-0.226731,0.249833,-0.092827,-0.936782,0.117729,0.709783,0.282488,0.301151,0.032899,-0.091046,0.94865,0,0,0,0,0,0,0,0,1,0,1
97,-0.012995,1.201987,-0.007028,0.07028,-0.111617,-0.042548,0.990349,-0.306863,0.71014,0.187012,-0.227996,0.249063,-0.092698,-0.936693,0.11649,0.710794,0.282599,0.29177,0.02715,-0.091446,0.95172,0,0,0,0,0,0,0,0,1,0,1
98,-0.012549,1.201868,-0.006794,0.070852,-0.110983,-0.041494,0.990425,-0.307296,0.710008,0.186954,-0.226715,0.249575,-0.093092,-0.936828,0.116345,0.710208,0.281962,0.294585,0.028403,-0.084421,0.951465,0,0,0,0,0,0,0,0,1,0,1
99,-0.011923,1.202247,-0.00668,0.070116,-0.109357,-0.042167,0.990629,-0.30712,0.71066,0.186714,-0.226185,0.249806,-0.093028,-0.936901,0.11604,0.710913,0.281432,0.292557,0.02789,-0.082893,0.95224,1,0,0,0,0,0,0,0,0,0,0
100,-0.01303,1.202355,-0.007214,0.070055,-0.111721,-0.041824,0.990385,-0.306873,0.71027,0.186774,-0.227536,0.249337,-0.092502,-0.936751,0.114792,0.710439,0.281246,0.290113,0.026452,-0.0778,0.953458,1,0,0,0,0,0,0,0,0,0,0
