time,h_pos_x,h_pos_y,h_pos_z,h_rot_x,h_rot_y,h_rot_z,h_rot_w,l_pos_x,l_pos_y,l_pos_z,l_rot_x,l_rot_y,l_rot_z,l_rot_w,r_pos_x,r_pos_y,r_pos_z,r_rot_x,r_rot_y,r_rot_z,r_rot_w,pose_idle,pose_looking_up,pose_looking_down,pose_looking_left,pose_looking_right,pose_head_tilt_left,pose_head_tilt_right,pose_nodding,pose_shaking_no,pose_tilting_side,cybersickness
30,0.016815,1.218796,0.01868,0.060814,-0.03678,-0.054028,0.996007,-0.176909,0.868953,0.309198,0.034042,0.148272,0.077213,-0.98534,0.094481,0.880946,0.340104,-0.076544,-0.030124,-0.06654,0.994387,1,0,0,0,0,0,0,0,0,0,0
31,0.015249,1.218669,0.018113,0.0606,-0.038266,-0.052754,0.996032,-0.176991,0.868733,0.309362,0.033589,0.147152,0.076905,-0.985547,0.093686,0.880375,0.34068,-0.073543,-0.032034,-0.064689,0.994676,1,0,0,0,0,0,0,0,0,0,0
32,0.016745,1.218832,0.01855,0.059902,-0.037055,-0.054293,0.996038,-0.176516,0.868854,0.309359,0.033379,0.147404,0.077434,-0.985475,0.094456,0.88047,0.340633,-0.075586,-0.030962,-0.065765,0.994486,1,0,0,0,0,0,0,0,0,0,0
33,0.017363,1.21919,0.018224,0.058405,-0.036229,-0.054826,0.996128,-0.17678,0.868822,0.30925,0.033466,0.148079,0.077261,-0.985385,0.094558,0.88065,0.340279,-0.076517,-0.030337,-0.066723,0.994371,1,0,0,0,0,0,0,0,0,0,0
34,0.016363,1.21857,0.018448,0.059894,-0.036639,-0.054874,0.996022,-0.176835,0.868626,0.30945,0.033376,0.147516,0.076914,-0.985499,0.094102,0.880608,0.340494,-0.074597,-0.031469,-0.065804,0.994543,1,0,0,0,0,0,0,0,0,0,0
35,0.016913,1.218935,0.018093,0.059959,-0.035992,-0.054522,0.996061,-0.176917,0.868547,0.309356,0.033211,0.147681,0.077304,-0.98545,0.09419,0.88057,0.340417,-0.075379,-0.030739,-0.065669,0.994515,1,0,0,0,0,0,0,0,0,0,0
36,0.017507,1.218812,0.018522,0.059281,-0.035007,-0.055231,0.996097,-0.176795,0.868786,0.309342,0.033282,0.148262,0.077585,-0.985338,0.094531,0.880632,0.340344,-0.076529,-0.02999,-0.066871,0.99437,1,0,0,0,0,0,0,0,0,0,0
37,0.016255,1.218562,0.017928,0.059828,-0.036904,-0.054477,0.996038,-0.176843,0.868641,0.309443,0.03312,0.147784,0.077427,-0.985428,0.094194,0.880579,0.340327,-0.074952,-0.03119,-0.06593,0.994516,1,0,0,0,0,0,0,0,0,0,0
38,0.017117,1.21921,0.018136,0.058024,-0.036674,-0.055857,0.996076,-0.176969,0.868536,0.309553,0.033023,0.147943,0.077258,-0.985421,0.094206,0.880811,0.340322,-0.075662,-0.030611,-0.065952,0.994479,1,0,0,0,0,0,0,0,0,0,0
39,0.018585,1.218865,0.018173,0.058809,-0.032952,-0.056533,0.996122,-0.176796,0.868516,0.309527,0.033011,0.148565,0.077641,-0.985297,0.094613,0.880548,0.340241,-0.076759,-0.029883,-0.066937,0.994351,1,0,0,0,0,0,0,0,0,0,0
40,0.016312,1.21858,0.017905,0.059765,-0.035688,-0.054834,0.996066,-0.176963,0.868504,0.309563,0.03266,0.147435,0.077307,-0.985505,0.093841,0.880561,0.340347,-0.074206,-0.031872,-0.065211,0.994598,1,0,0,0,0,0,0,0,0,0,0
41,0.017779,1.21896,0.018278,0.059083,-0.034809,-0.056103,0.996067,-0.176854,0.868478,0.30956,0.032735,0.147853,0.077606,-0.985416,0.094451,0.880616,0.340388,-0.075911,-0.030659,-0.066456,0.994425,1,0,0,0,0,0,0,0,0,0,0
42,0.018722,1.218662,0.018716,0.059963,-0.03298,-0.057188,0.996015,-0.177016,0.868426,0.309621,0.03267,0.148172,0.077783,-0.985357,0.094498,0.880919,0.340212,-0.07691,-0.029944,-0.067558,0.994296,1,0,0,0,0,0,0,0,0,0,0
43,0.016878,1.219073,0.018433,0.057481,-0.033912,-0.05425,0.996295,-0.176632,0.868462,0.3097,0.032042,0.146568,0.078339,-0.985573,0.093964,0.880473,0.34037,-0.074059,-0.032847,-0.065435,0.994563,1,0,0,0,0,0,0,0,0,0,0
44,0.017683,1.218987,0.01917,0.057242,-0.032978,-0.055105,0.996293,-0.176657,0.86838,0.309517,0.032114,0.146577,0.078357,-0.985568,0.094177,0.880628,0.340298,-0.076879,-0.032733,-0.065879,0.994323,1,0,0,0,0,0,0,0,0,0,0
45,0.018573,1.219119,0.018778,0.05643,-0.031957,-0.056699,0.996283,-0.176777,0.868254,0.309676,0.032186,0.14748,0.078296,-0.985436,0.094455,0.880749,0.340091,-0.076552,-0.030624,-0.066829,0.994352,1,0,0,0,0,0,0,0,0,0,0
46,0.019077,1.219169,0.01901,0.055544,-0.031006,-0.058284,0.996271,-0.176612,0.868462,0.309654,0.031937,0.14742,0.078367,-0.985447,0.094316,0.880737,0.340373,-0.075745,-0.0315,-0.06683,0.994386,1,0,0,0,0,0,0,0,0,0,0
47,0.018886,1.219315,0.018636,0.055266,-0.032048,-0.057923,0.996275,-0.176606,0.868487,0.309391,0.031934,0.14689,0.078417,-0.985522,0.094206,0.880215,0.340663,-0.075336,-0.031574,-0.06602,0.994469,1,0,0,0,0,0,0,0,0,0,0
48,0.019651,1.21943,0.01903,0.054498,-0.031049,-0.058275,0.996328,-0.176759,0.868411,0.309557,0.031984,0.147536,0.078784,-0.985395,0.09457,0.880653,0.340318,-0.076725,-0.030191,-0.0673,0.99432,1,0,0,0,0,0,0,0,0,0,0
49,0.019503,1.219522,0.018631,0.055077,-0.031142,-0.057953,0.996312,-0.176933,0.868235,0.309621,0.032178,0.148037,0.078577,-0.98533,0.094758,0.880921,0.339971,-0.076986,-0.029767,-0.067941,0.994269,1,0,0,0,0,0,0,0,0,0,0
50,0.018363,1.219499,0.018748,0.055021,-0.032849,-0.057345,0.996296,-0.17663,0.868389,0.309482,0.031816,0.146832,0.078862,-0.985499,0.094235,0.88075,0.340248,-0.074657,-0.031346,-0.067022,0.994461,1,0,0,0,0,0,0,0,0,0,0
51,0.019332,1.219728,0.018355,0.052995,-0.031753,-0.057963,0.996405,-0.176765,0.868623,0.309429,0.031721,0.147948,0.078846,-0.985337,0.094504,0.880692,0.340272,-0.076569,-0.030053,-0.068098,0.994282,1,0,0,0,0,0,0,0,0,0,0
52,0.019815,1.219561,0.018821,0.054176,-0.031068,-0.058698,0.99632,-0.176737,0.868556,0.309485,0.031877,0.148204,0.078573,-0.985315,0.094639,0.880794,0.3402,-0.076195,-0.030134,-0.067731,0.994333,1,0,0,0,0,0,0,0,0,0,0
53,0.0181,1.219494,0.018171,0.053945,-0.033003,-0.05714,0.996361,-0.176812,0.868187,0.309628,0.031563,0.147366,0.078485,-0.985458,0.094218,0.880485,0.340341,-0.073588,-0.031813,-0.066978,0.994528,1,0,0,0,0,0,0,0,0,0,0
54,0.019585,1.219616,0.018829,0.054121,-0.031645,-0.058633,0.996309,-0.176855,0.868325,0.309677,0.031665,0.148046,0.07878,-0.985329,0.094755,0.880733,0.340299,-0.075795,-0.030089,-0.068208,0.994333,1,0,0,0,0,0,0,0,0,0,0
55,0.019799,1.219378,0.018603,0.054494,-0.0311,-0.059148,0.996275,-0.176848,0.868338,0.309483,0.031863,0.148459,0.078776,-0.985261,0.094816,0.8807,0.340075,-0.07576,-0.029862,-0.06882,0.9943,1,0,0,0,0,0,0,0,0,0,0
56,0.018519,1.219159,0.018849,0.05629,-0.03295,-0.057815,0.996194,-0.176772,0.868288,0.309503,0.031636,0.1475,0.078358,-0.985446,0.095154,0.880424,0.340463,-0.074055,-0.03803,-0.079088,0.993385,1,0,0,0,0,0,0,0,0,0,0
57,0.0196,1.218998,0.018452,0.055352,-0.031653,-0.058543,0.996246,-0.176637,0.868462,0.309351,0.031844,0.148376,0.07844,-0.985301,0.095623,0.880244,0.340776,-0.07294,-0.029397,-0.074203,0.994138,1,0,0,0,0,0,0,0,0,0,1
58,0.019331,1.218949,0.018977,0.056699,-0.031643,-0.058897,0.99615,-0.176853,0.868394,0.309313,0.031669,0.148,0.078553,-0.985354,0.095511,0.880366,0.340648,-0.072501,-0.030251,-0.074362,0.994132,1,0,0,0,0,0,0,0,0,0,1
59,0.019041,1.2194,0.018866,0.05551,-0.031812,-0.058493,0.996236,-0.17688,0.868725,0.309311,0.031615,0.147772,0.078394,-0.985403,0.095336,0.880411,0.340847,-0.072082,-0.030085,-0.073817,0.994208,1,0,0,0,0,0,0,0,0,0,1
60,0.019435,1.219309,0.019112,0.055851,-0.031158,-0.058071,0.996262,-0.177118,0.868091,0.30972,0.031657,0.14833,0.078525,-0.985307,0.095775,0.880473,0.340682,-0.07342,-0.029115,-0.074938,0.994055,1,0,0,0,0,0,0,0,0,0,1
61,0.019267,1.219169,0.018895,0.056228,-0.031507,-0.058334,0.996214,-0.176804,0.868646,0.309291,0.031637,0.148281,0.078538,-0.985314,0.095508,0.880497,0.340638,-0.072558,-0.029106,-0.073658,0.994215,1,0,0,0,0,0,0,0,0,0,1
62,0.018753,1.21932,0.018934,0.056004,-0.03217,-0.057696,0.996243,-0.176834,0.868564,0.309345,0.031524,0.147783,0.078647,-0.985384,0.095301,0.880154,0.340866,-0.07194,-0.030034,-0.072434,0.994322,1,0,0,0,0,0,0,0,0,0,1
63,0.019304,1.218893,0.019249,0.057043,-0.031611,-0.057979,0.996185,-0.176896,0.868505,0.309422,0.031575,0.148314,0.078533,-0.985311,0.095363,0.880292,0.340716,-0.072795,-0.030438,-0.073268,0.994186,1,0,0,0,0,0,0,0,0,0,1
64,0.019196,1.218819,0.019249,0.057337,-0.031688,-0.058114,0.996158,-0.176814,0.868603,0.309299,0.031625,0.148399,0.078566,-0.985294,0.095341,0.880157,0.340579,-0.073828,-0.031334,-0.073658,0.994053,1,0,0,0,0,0,0,0,0,0,1
65,0.018568,1.219042,0.018994,0.057217,-0.032775,-0.057714,0.996153,-0.177052,0.86818,0.309683,0.03161,0.147858,0.078337,-0.985394,0.095133,0.879933,0.341018,-0.07239,-0.031132,-0.072222,0.994271,1,0,0,0,0,0,0,0,0,0,1
66,0.019205,1.21904,0.019568,0.057265,-0.032031,-0.057825,0.996168,-0.176795,0.868486,0.309331,0.031817,0.148465,0.078647,-0.985272,0.095381,0.880147,0.340757,-0.073507,-0.030134,-0.072694,0.994185,1,0,0,0,0,0,0,0,0,0,1
67,0.019189,1.218496,0.01949,0.057198,-0.031803,-0.05798,0.99617,-0.176778,0.868387,0.309405,0.031946,0.148628,0.078643,-0.985243,0.09544,0.8799,0.340871,-0.072839,-0.029687,-0.072727,0.994245,1,0,0,0,0,0,0,0,0,0,1
68,0.018983,1.218814,0.019088,0.057636,-0.031824,-0.057985,0.996144,-0.176885,0.868519,0.309234,0.031563,0.148124,0.078231,-0.985364,0.095715,0.880021,0.341168,-0.071329,-0.029237,-0.074973,0.994201,1,0,0,0,0,0,0,0,0,0,1
69,0.019006,1.21876,0.019534,0.058035,-0.032191,-0.05724,0.996152,-0.176934,0.868467,0.30949,0.031694,0.148489,0.078499,-0.985284,0.095943,0.880122,0.340988,-0.073532,-0.028983,-0.075245,0.994028,1,0,0,0,0,0,0,0,0,0,1
70,0.018547,1.21627,0.019477,0.076165,-0.034407,-0.054411,0.995015,-0.176968,0.868616,0.309377,0.031837,0.14877,0.078238,-0.985258,0.095934,0.880458,0.340817,-0.072844,-0.028379,-0.073984,0.994191,1,0,0,0,0,0,0,0,0,0,1
71,0.015905,1.215662,0.021182,0.078885,-0.040958,-0.050705,0.994751,-0.176995,0.868376,0.309552,0.031492,0.148351,0.07819,-0.985336,0.096253,0.880483,0.341131,-0.072128,-0.025859,-0.075888,0.994168,1,0,0,0,0,0,0,0,0,0,1
72,0.016332,1.217158,0.020668,0.072453,-0.041803,-0.049423,0.995269,-0.17674,0.868536,0.309369,0.031645,0.148774,0.078376,-0.985252,0.096219,0.8804,0.340945,-0.073455,-0.026478,-0.074908,0.994129,1,0,0,0,0,0,0,0,0,0,1
73,0.017153,1.21677,0.020316,0.072156,-0.040599,-0.051585,0.995231,-0.176914,0.868127,0.309724,0.031661,0.148796,0.078558,-0.985234,0.096178,0.880527,0.34087,-0.073789,-0.026979,-0.075248,0.994065,0,0,0,0,0,0,0,1,0,0,1
74,0.017457,1.21723,0.019741,0.071703,-0.038934,-0.053438,0.995232,-0.17683,0.868479,0.309285,0.031302,0.148045,0.078337,-0.985376,0.095664,0.880692,0.340671,-0.072431,-0.028003,-0.074255,0.994211,0,0,0,0,0,0,0,1,0,0,1
75,0.016818,1.217593,0.019791,0.069567,-0.040179,-0.051587,0.995432,-0.176987,0.868511,0.309619,0.031425,0.148457,0.07844,-0.985302,0.095979,0.880631,0.340828,-0.074,-0.02682,-0.074995,0.994073,1,0,0,0,0,0,0,0,0,0,1
76,0.017578,1.217117,0.01975,0.070204,-0.039384,-0.05237,0.995378,-0.176952,0.868166,0.309578,0.031468,0.148732,0.078424,-0.985261,0.095753,0.880275,0.34056,-0.074293,-0.028805,-0.073744,0.994089,1,0,0,0,0,0,0,0,0,0,1
77,0.017163,1.217578,0.019452,0.070393,-0.040219,-0.052542,0.995322,-0.176747,0.868489,0.309272,0.031068,0.147759,0.078083,-0.985447,0.094801,0.880154,0.341153,-0.070409,-0.030314,-0.069887,0.994605,1,0,0,0,0,0,0,0,0,0,0
78,0.017592,1.217532,0.019561,0.069874,-0.039602,-0.052372,0.995393,-0.176843,0.868373,0.30948,0.031492,0.148558,0.078307,-0.985295,0.095064,0.880298,0.34078,-0.072737,-0.028804,-0.070452,0.994443,1,0,0,0,0,0,0,0,0,0,0
79,0.017492,1.217193,0.020056,0.070715,-0.039253,-0.052228,0.995355,-0.176895,0.868195,0.309542,0.031647,0.148714,0.078462,-0.985254,0.095191,0.880111,0.340887,-0.072747,-0.028687,-0.070975,0.994408,1,0,0,0,0,0,0,0,0,0,0
80,0.016391,1.217043,0.019583,0.071321,-0.040821,-0.052703,0.995223,-0.176948,0.868297,0.309673,0.031471,0.147911,0.078086,-0.985411,0.09469,0.879927,0.341147,-0.071129,-0.032052,-0.071648,0.994374,1,0,0,0,0,0,0,0,0,0,0
81,0.017548,1.217016,0.020249,0.071813,-0.039539,-0.052942,0.995227,-0.176786,0.868307,0.309547,0.031481,0.148336,0.078494,-0.985314,0.094956,0.879941,0.341303,-0.072311,-0.029215,-0.069181,0.994551,1,0,0,0,0,0,0,0,0,0,1
82,0.017596,1.217236,0.020013,0.070585,-0.03923,-0.052811,0.995334,-0.177007,0.868293,0.30949,0.031831,0.148828,0.078583,-0.985222,0.09489,0.880135,0.340774,-0.073429,-0.02872,-0.069512,0.99446,1,0,0,0,0,0,0,0,0,0,1
83,0.016276,1.217262,0.019753,0.070875,-0.040944,-0.052014,0.995286,-0.177004,0.868295,0.309626,0.031503,0.147872,0.078406,-0.98539,0.094514,0.880087,0.341144,-0.071763,-0.029761,-0.068475,0.994623,1,0,0,0,0,0,0,0,0,0,0
84,0.017378,1.217586,0.019869,0.07007,-0.040015,-0.052455,0.995358,-0.176613,0.868567,0.309233,0.031541,0.148363,0.07883,-0.985281,0.09499,0.880169,0.340918,-0.073033,-0.028826,-0.069091,0.994516,1,0,0,0,0,0,0,0,0,0,0
85,0.017492,1.217139,0.020217,0.070619,-0.039279,-0.052365,0.995353,-0.176897,0.868329,0.309537,0.031554,0.148628,0.078726,-0.985249,0.095025,0.880282,0.340849,-0.073646,-0.02811,-0.069521,0.994461,1,0,0,0,0,0,0,0,0,0,0
86,0.017013,1.217586,0.019518,0.06785,-0.039167,-0.051925,0.995573,-0.17678,0.868205,0.309536,0.031531,0.147835,0.07882,-0.985362,0.094895,0.880034,0.341155,-0.072335,-0.028828,-0.068569,0.994603,1,0,0,0,0,0,0,0,0,0,0
87,0.018331,1.217773,0.019933,0.067986,-0.03519,-0.052846,0.995664,-0.17674,0.868299,0.309596,0.031374,0.147927,0.07905,-0.985335,0.094928,0.880157,0.341047,-0.073208,-0.028112,-0.068907,0.994536,1,0,0,0,0,0,0,0,0,0,0
88,0.018281,1.217809,0.019788,0.067619,-0.035504,-0.052147,0.995715,-0.176717,0.868207,0.309558,0.031748,0.148439,0.079304,-0.985225,0.095113,0.880095,0.340853,-0.074206,-0.027602,-0.069025,0.994468,1,0,0,0,0,0,0,0,0,0,0
89,0.018226,1.217227,0.019905,0.069481,-0.035103,-0.054027,0.9955,-0.176616,0.868363,0.30958,0.031276,0.147302,0.079083,-0.985429,0.094682,0.879815,0.341388,-0.071814,-0.029343,-0.068087,0.994659,1,0,0,0,0,0,0,0,0,0,0
90,0.018677,1.217517,0.019759,0.068315,-0.035067,-0.053395,0.995617,-0.176619,0.868553,0.30934,0.031551,0.148133,0.079352,-0.985274,0.095136,0.880055,0.340969,-0.073506,-0.026938,-0.068787,0.994555,1,0,0,0,0,0,0,0,0,0,0
91,0.018609,1.217373,0.019991,0.068908,-0.034327,-0.053275,0.995608,-0.176494,0.868615,0.309191,0.031579,0.14794,0.079429,-0.985296,0.09511,0.880183,0.340742,-0.074089,-0.026913,-0.068736,0.994516,1,0,0,0,0,0,0,0,0,0,0
92,0.017344,1.217175,0.019782,0.069776,-0.035951,-0.052861,0.995512,-0.176616,0.868403,0.309371,0.031363,0.147412,0.079257,-0.985396,0.094704,0.879784,0.34127,-0.072172,-0.02802,-0.067562,0.994707,1,0,0,0,0,0,0,0,0,0,0
93,0.018284,1.217497,0.020115,0.069143,-0.035554,-0.05347,0.995538,-0.176559,0.868516,0.30942,0.031431,0.14793,0.079686,-0.985281,0.094937,0.879932,0.341201,-0.07355,-0.027425,-0.067805,0.994606,1,0,0,0,0,0,0,0,0,0,0
94,0.018074,1.218452,0.019623,0.064076,-0.035897,-0.051557,0.995966,-0.176778,0.868509,0.30952,0.031575,0.148164,0.07977,-0.985235,0.094969,0.879891,0.341191,-0.074315,-0.026558,-0.068104,0.994552,1,0,0,0,0,0,0,0,0,0,0
95,0.01792,1.218482,0.018936,0.06363,-0.036225,-0.052121,0.995953,-0.176577,0.868442,0.3094,0.031406,0.147969,0.079616,-0.985282,0.09505,0.879901,0.341039,-0.073542,-0.027264,-0.067842,0.994608,1,0,0,0,0,0,0,0,0,0,0
96,0.018322,1.218895,0.018975,0.062959,-0.036398,-0.05327,0.995929,-0.176607,0.868399,0.309397,0.03201,0.147185,0.07874,-0.98545,0.094885,0.879899,0.341136,-0.072938,-0.027975,-0.067133,0.994681,1,0,0,0,0,0,0,0,0,0,0
97,0.018267,1.218743,0.019034,0.063091,-0.036558,-0.051962,0.995983,-0.17669,0.868315,0.309443,0.032056,0.147831,0.07903,-0.985329,0.095075,0.879869,0.341084,-0.074198,-0.026536,-0.068037,0.994566,1,0,0,0,0,0,0,0,0,0,0
98,0.017935,1.218431,0.019159,0.063681,-0.036678,-0.052257,0.995926,-0.176689,0.868227,0.309447,0.031899,0.147586,0.078752,-0.985393,0.095088,0.879927,0.340956,-0.073695,-0.027092,-0.068085,0.994585,1,0,0,0,0,0,0,0,0,0,0
99,0.017274,1.21867,0.019029,0.063803,-0.037973,-0.051772,0.995895,-0.1767,0.868731,0.309127,0.031972,0.147357,0.078537,-0.985442,0.094647,0.879817,0.341019,-0.072889,-0.027699,-0.067026,0.9947,1,0,0,0,0,0,0,0,0,0,0
100,0.017772,1.218128,0.019712,0.064932,-0.037815,-0.050846,0.995876,-0.176442,0.868599,0.309287,0.032038,0.147761,0.078841,-0.985355,0.095156,0.880042,0.340945,-0.074444,-0.026803,-0.067969,0.994545,1,0,0,0,0,0,0,0,0,0,0
101,0.01748,1.218287,0.019259,0.06479,-0.037721,-0.051093,0.995876,-0.1767,0.868254,0.309355,0.03197,0.147749,0.07888,-0.985356,0.094893,0.879979,0.340708,-0.073906,-0.027317,-0.067687,0.99459,1,0,0,0,0,0,0,0,0,0,0
102,0.017831,1.218598,0.019351,0.064234,-0.03771,-0.052266,0.995852,-0.176796,0.868452,0.309339,0.03184,0.14747,0.078901,-0.9854,0.094707,0.879994,0.340977,-0.073455,-0.027599,-0.066995,0.994663,1,0,0,0,0,0,0,0,0,0,0
